grade,time,drug,year,attitude,estimate,LBYear1,LBYear2
12th Grade,Once or Twice,Ecstasy (MDMA),2009,Risk,53.315967758,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2010,Risk,50.585985464,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2011,Risk,49.031811576,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2012,Risk,49.38652192,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2013,Risk,47.484545342,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2014,Risk,47.844034737,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2015,Risk,49.514132473,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2016,Risk,48.813615765,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2017,Risk,49.104289948,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2018,Risk,48.187265269,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2019,Risk,46.290747572,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2021,Risk,40.606753925,2019,2013
12th Grade,Once or Twice,Ecstasy (MDMA),2022,Risk,46.061072175,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2001,Risk,55.480843563,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2002,Risk,61.830021177,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2003,Risk,65.784118251,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2004,Risk,65.130314398,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2005,Risk,60.838370686,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2006,Risk,51.978501084,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2007,Risk,48.552318847,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2008,Risk,46.827246499,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2009,Risk,43.937657706,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2010,Risk,44.97686739,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2011,Risk,43.680835487,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2012,Risk,40.980268732,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2013,Risk,42.109542042,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2014,Risk,59.664875319,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2015,Risk,58.467817216,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2016,Risk,53.955767438,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2017,Risk,54.629443851,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2018,Risk,53.642221422,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2019,Risk,50.192988659,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2021,Risk,48.034824756,2019,2013
8th Grade,Occasionally,Ecstasy (MDMA),2022,Risk,48.678961851,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2001,Risk,64.78341193,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2002,Risk,67.336590362,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2003,Risk,71.663720778,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2004,Risk,74.642639204,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2005,Risk,72.790794213,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2006,Risk,71.308259058,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2007,Risk,68.229961134,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2008,Risk,66.414822618,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2009,Risk,62.090610818,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2010,Risk,59.195417756,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2011,Risk,60.764053922,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2012,Risk,59.784010141,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2013,Risk,58.578045014,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2014,Risk,68.989245434,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2015,Risk,70.082038718,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2016,Risk,69.319800565,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2017,Risk,68.630512562,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2018,Risk,67.586721812,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2019,Risk,66.054158068,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2021,Risk,66.548038724,2019,2013
10th Grade,Occasionally,Ecstasy (MDMA),2022,Risk,59.84022064,2019,2013
12th Grade,Once or Twice,Heroin,1976,Risk,58.917156762,2019,
12th Grade,Once or Twice,Heroin,1977,Risk,55.77235647,2019,
12th Grade,Once or Twice,Heroin,1978,Risk,52.95639078,2019,
12th Grade,Once or Twice,Heroin,1979,Risk,50.454896936,2019,
12th Grade,Once or Twice,Heroin,1980,Risk,52.137056299,2019,
12th Grade,Once or Twice,Heroin,1981,Risk,52.915317228,2019,
12th Grade,Once or Twice,Heroin,1982,Risk,51.122609018,2019,
12th Grade,Once or Twice,Heroin,1983,Risk,50.80323014,2019,
12th Grade,Once or Twice,Heroin,1984,Risk,49.769523406,2019,
12th Grade,Once or Twice,Heroin,1985,Risk,47.336734332,2019,
12th Grade,Once or Twice,Heroin,1986,Risk,45.83413,2019,
12th Grade,Once or Twice,Heroin,1987,Risk,53.614849309,2019,
12th Grade,Once or Twice,Heroin,1988,Risk,54.023019394,2019,
12th Grade,Once or Twice,Heroin,1989,Risk,53.794240098,2019,
12th Grade,Once or Twice,Heroin,1990,Risk,55.410832716,2019,
12th Grade,Once or Twice,Heroin,1991,Risk,55.158001749,2019,
12th Grade,Once or Twice,Heroin,1992,Risk,50.888752106,2019,
12th Grade,Once or Twice,Heroin,1993,Risk,50.706006007,2019,
12th Grade,Once or Twice,Heroin,1994,Risk,52.7694247,2019,
12th Grade,Once or Twice,Heroin,1995,Risk,50.876600077,2019,
12th Grade,Once or Twice,Heroin,1996,Risk,52.504478307,2019,
12th Grade,Once or Twice,Heroin,1997,Risk,56.699875382,2019,
12th Grade,Once or Twice,Heroin,1998,Risk,57.778397471,2019,
12th Grade,Once or Twice,Heroin,1999,Risk,55.951643768,2019,
12th Grade,Once or Twice,Heroin,2000,Risk,54.234106722,2019,
12th Grade,Once or Twice,Heroin,2001,Risk,55.562936985,2019,
12th Grade,Once or Twice,Heroin,2002,Risk,56.040650649,2019,
12th Grade,Once or Twice,Heroin,2003,Risk,58.006383343,2019,
12th Grade,Once or Twice,Heroin,2004,Risk,56.614751961,2019,
12th Grade,Once or Twice,Heroin,2005,Risk,55.229463754,2019,
12th Grade,Once or Twice,Heroin,2006,Risk,59.119884765,2019,
12th Grade,Once or Twice,Heroin,2007,Risk,58.401922025,2019,
12th Grade,Once or Twice,Heroin,2008,Risk,55.540220747,2019,
12th Grade,Once or Twice,Heroin,2009,Risk,59.33418846,2019,
12th Grade,Once or Twice,Heroin,2010,Risk,58.25285999,2019,
12th Grade,Once or Twice,Heroin,2011,Risk,59.123189777,2019,
12th Grade,Once or Twice,Heroin,2012,Risk,59.447820943,2019,
12th Grade,Once or Twice,Heroin,2013,Risk,61.712414545,2019,
12th Grade,Once or Twice,Heroin,2014,Risk,62.764995972,2019,
12th Grade,Once or Twice,Heroin,2015,Risk,64.003451203,2019,
12th Grade,Once or Twice,Heroin,2016,Risk,64.485081788,2019,
12th Grade,Once or Twice,Heroin,2017,Risk,62.951071047,2019,
12th Grade,Once or Twice,Heroin,2018,Risk,61.788841355,2019,
12th Grade,Once or Twice,Heroin,2019,Risk,62.574230453,2019,
12th Grade,Once or Twice,Heroin,2021,Risk,60.89989261,2019,
12th Grade,Once or Twice,Heroin,2022,Risk,59.443046225,2019,
12th Grade,Occasionally,Heroin,1976,Risk,75.574744014,2019,
12th Grade,Occasionally,Heroin,1977,Risk,71.899351704,2019,
12th Grade,Occasionally,Heroin,1978,Risk,71.437378281,2019,
12th Grade,Occasionally,Heroin,1979,Risk,70.881384381,2019,
12th Grade,Occasionally,Heroin,1980,Risk,70.856587908,2019,
12th Grade,Occasionally,Heroin,1981,Risk,72.205139594,2019,
12th Grade,Occasionally,Heroin,1982,Risk,69.84055615,2019,
12th Grade,Occasionally,Heroin,1983,Risk,71.761500146,2019,
12th Grade,Occasionally,Heroin,1984,Risk,70.746232917,2019,
12th Grade,Occasionally,Heroin,1985,Risk,69.764886806,2019,
12th Grade,Occasionally,Heroin,1986,Risk,68.215483469,2019,
12th Grade,Occasionally,Heroin,1987,Risk,74.599946708,2019,
12th Grade,Occasionally,Heroin,1988,Risk,73.778149138,2019,
12th Grade,Occasionally,Heroin,1989,Risk,75.50477813,2019,
12th Grade,Occasionally,Heroin,1990,Risk,76.558665762,2019,
12th Grade,Occasionally,Heroin,1991,Risk,74.883724359,2019,
12th Grade,Occasionally,Heroin,1992,Risk,74.222147794,2019,
12th Grade,Occasionally,Heroin,1993,Risk,71.954210318,2019,
12th Grade,Occasionally,Heroin,1994,Risk,72.128579601,2019,
12th Grade,Occasionally,Heroin,1995,Risk,70.950377246,2019,
12th Grade,Occasionally,Heroin,1996,Risk,74.777775637,2019,
12th Grade,Occasionally,Heroin,1997,Risk,76.326085313,2019,
12th Grade,Occasionally,Heroin,1998,Risk,76.892664676,2019,
12th Grade,Occasionally,Heroin,1999,Risk,77.323812772,2019,
12th Grade,Occasionally,Heroin,2000,Risk,74.568532582,2019,
12th Grade,Occasionally,Heroin,2001,Risk,75.924410639,2019,
12th Grade,Occasionally,Heroin,2002,Risk,76.576968926,2019,
12th Grade,Occasionally,Heroin,2003,Risk,78.451973267,2019,
12th Grade,Occasionally,Heroin,2004,Risk,75.712113285,2019,
12th Grade,Occasionally,Heroin,2005,Risk,75.97876618,2019,
12th Grade,Occasionally,Heroin,2006,Risk,79.065210709,2019,
12th Grade,Occasionally,Heroin,2007,Risk,76.211336549,2019,
12th Grade,Occasionally,Heroin,2008,Risk,75.251162688,2019,
12th Grade,Occasionally,Heroin,2009,Risk,79.661273911,2019,
12th Grade,Occasionally,Heroin,2010,Risk,74.81135361,2019,
12th Grade,Occasionally,Heroin,2011,Risk,77.186505889,2019,
12th Grade,Occasionally,Heroin,2012,Risk,77.962334731,2019,
12th Grade,Occasionally,Heroin,2013,Risk,78.177243378,2019,
12th Grade,Occasionally,Heroin,2014,Risk,77.946969301,2019,
12th Grade,Occasionally,Heroin,2015,Risk,78.012281833,2019,
12th Grade,Occasionally,Heroin,2016,Risk,78.74729304,2019,
12th Grade,Occasionally,Heroin,2017,Risk,74.64576565,2019,
12th Grade,Occasionally,Heroin,2018,Risk,74.974348718,2019,
12th Grade,Occasionally,Heroin,2019,Risk,75.680213769,2019,
12th Grade,Occasionally,Heroin,2021,Risk,74.376205562,2019,
12th Grade,Occasionally,Heroin,2022,Risk,75.788496057,2019,
12th Grade,Regularly,Heroin,1976,Risk,88.589873763,2019,
12th Grade,Regularly,Heroin,1977,Risk,86.134940098,2019,
12th Grade,Regularly,Heroin,1978,Risk,86.608341255,2019,
12th Grade,Regularly,Heroin,1979,Risk,87.475886607,2019,
12th Grade,Regularly,Heroin,1980,Risk,86.228022673,2019,
12th Grade,Regularly,Heroin,1981,Risk,87.527953156,2019,
12th Grade,Regularly,Heroin,1982,Risk,86.017887558,2019,
12th Grade,Regularly,Heroin,1983,Risk,86.051113454,2019,
12th Grade,Regularly,Heroin,1984,Risk,87.196871431,2019,
12th Grade,Regularly,Heroin,1985,Risk,85.980519975,2019,
12th Grade,Regularly,Heroin,1986,Risk,87.061062556,2019,
12th Grade,Regularly,Heroin,1987,Risk,88.678228126,2019,
12th Grade,Regularly,Heroin,1988,Risk,88.816395889,2019,
12th Grade,Regularly,Heroin,1989,Risk,89.455988855,2019,
12th Grade,Regularly,Heroin,1990,Risk,90.211310258,2019,
12th Grade,Regularly,Heroin,1991,Risk,89.558944302,2019,
12th Grade,Regularly,Heroin,1992,Risk,89.159658986,2019,
12th Grade,Regularly,Heroin,1993,Risk,88.315510383,2019,
12th Grade,Regularly,Heroin,1994,Risk,87.954346009,2019,
12th Grade,Regularly,Heroin,1995,Risk,87.190795758,2019,
12th Grade,Regularly,Heroin,1996,Risk,89.487190171,2019,
12th Grade,Regularly,Heroin,1997,Risk,88.94925483,2019,
12th Grade,Regularly,Heroin,1998,Risk,89.090942344,2019,
12th Grade,Regularly,Heroin,1999,Risk,89.875954469,2019,
12th Grade,Regularly,Heroin,2000,Risk,89.195966949,2019,
12th Grade,Regularly,Heroin,2001,Risk,88.342190867,2019,
12th Grade,Regularly,Heroin,2002,Risk,88.446482333,2019,
12th Grade,Regularly,Heroin,2003,Risk,89.325884034,2019,
12th Grade,Regularly,Heroin,2004,Risk,86.808672404,2019,
12th Grade,Regularly,Heroin,2005,Risk,87.452866891,2019,
12th Grade,Regularly,Heroin,2006,Risk,89.672731351,2019,
12th Grade,Regularly,Heroin,2007,Risk,87.758500957,2019,
12th Grade,Regularly,Heroin,2008,Risk,86.388633143,2019,
12th Grade,Regularly,Heroin,2009,Risk,89.875480107,2019,
12th Grade,Regularly,Heroin,2010,Risk,85.536649252,2019,
12th Grade,Regularly,Heroin,2011,Risk,87.913131467,2019,
12th Grade,Regularly,Heroin,2012,Risk,88.58463034,2019,
12th Grade,Regularly,Heroin,2013,Risk,87.631463539,2019,
12th Grade,Regularly,Heroin,2014,Risk,85.715899026,2019,
12th Grade,Regularly,Heroin,2015,Risk,84.846504874,2019,
12th Grade,Regularly,Heroin,2016,Risk,85.418260422,2019,
12th Grade,Regularly,Heroin,2017,Risk,83.253393956,2019,
12th Grade,Regularly,Heroin,2018,Risk,81.421183904,2019,
12th Grade,Regularly,Heroin,2019,Risk,81.249274192,2019,
12th Grade,Regularly,Heroin,2021,Risk,82.440480285,2019,
12th Grade,Regularly,Heroin,2022,Risk,84.05184192,2019,
8th Grade,Once or Twice,Heroin with a Needle,1995,Risk,60.137506365,2019,
8th Grade,Once or Twice,Heroin with a Needle,1996,Risk,61.309399958,2019,
8th Grade,Once or Twice,Heroin with a Needle,1997,Risk,62.973487502,2019,
8th Grade,Once or Twice,Heroin with a Needle,1998,Risk,62.807903785,2019,
8th Grade,Once or Twice,Heroin with a Needle,1999,Risk,63.021943104,2019,
8th Grade,Once or Twice,Heroin with a Needle,2000,Risk,62.010491888,2019,
8th Grade,Once or Twice,Heroin with a Needle,2001,Risk,61.111434378,2019,
8th Grade,Once or Twice,Heroin with a Needle,2002,Risk,62.580681306,2019,
8th Grade,Once or Twice,Heroin with a Needle,2003,Risk,62.660152069,2019,
8th Grade,Once or Twice,Heroin with a Needle,2004,Risk,61.581703431,2019,
8th Grade,Once or Twice,Heroin with a Needle,2005,Risk,61.347298943,2019,
8th Grade,Once or Twice,Heroin with a Needle,2006,Risk,60.418720488,2019,
8th Grade,Once or Twice,Heroin with a Needle,2007,Risk,60.263536633,2019,
8th Grade,Once or Twice,Heroin with a Needle,2008,Risk,60.765168593,2019,
8th Grade,Once or Twice,Heroin with a Needle,2009,Risk,60.000904144,2019,
8th Grade,Once or Twice,Heroin with a Needle,2010,Risk,62.343863453,2019,
8th Grade,Once or Twice,Heroin with a Needle,2011,Risk,61.694497774,2019,
8th Grade,Once or Twice,Heroin with a Needle,2012,Risk,59.09117516,2019,
8th Grade,Once or Twice,Heroin with a Needle,2013,Risk,59.845655572,2019,
8th Grade,Once or Twice,Heroin with a Needle,2014,Risk,60.853888713,2019,
8th Grade,Once or Twice,Heroin with a Needle,2015,Risk,61.367619088,2019,
8th Grade,Once or Twice,Heroin with a Needle,2016,Risk,59.186909332,2019,
8th Grade,Once or Twice,Heroin with a Needle,2017,Risk,62.876392051,2019,
8th Grade,Once or Twice,Heroin with a Needle,2018,Risk,59.49766851,2019,
8th Grade,Once or Twice,Heroin with a Needle,2019,Risk,59.022249787,2019,
8th Grade,Once or Twice,Heroin with a Needle,2021,Risk,53.434806095,2019,
8th Grade,Once or Twice,Heroin with a Needle,2022,Risk,53.82485075,2019,
10th Grade,Once or Twice,Heroin with a Needle,1995,Risk,70.657180831,2019,
10th Grade,Once or Twice,Heroin with a Needle,1996,Risk,72.133867968,2019,
10th Grade,Once or Twice,Heroin with a Needle,1997,Risk,73.079441874,2019,
10th Grade,Once or Twice,Heroin with a Needle,1998,Risk,71.667138589,2019,
10th Grade,Once or Twice,Heroin with a Needle,1999,Risk,73.665966934,2019,
10th Grade,Once or Twice,Heroin with a Needle,2000,Risk,71.729013374,2019,
10th Grade,Once or Twice,Heroin with a Needle,2001,Risk,72.031194026,2019,
10th Grade,Once or Twice,Heroin with a Needle,2002,Risk,72.152471516,2019,
10th Grade,Once or Twice,Heroin with a Needle,2003,Risk,70.598877205,2019,
10th Grade,Once or Twice,Heroin with a Needle,2004,Risk,72.03312061,2019,
10th Grade,Once or Twice,Heroin with a Needle,2005,Risk,72.367704795,2019,
10th Grade,Once or Twice,Heroin with a Needle,2006,Risk,69.986215945,2019,
10th Grade,Once or Twice,Heroin with a Needle,2007,Risk,70.535177308,2019,
10th Grade,Once or Twice,Heroin with a Needle,2008,Risk,70.795677786,2019,
10th Grade,Once or Twice,Heroin with a Needle,2009,Risk,72.190687641,2019,
10th Grade,Once or Twice,Heroin with a Needle,2010,Risk,72.968143199,2019,
10th Grade,Once or Twice,Heroin with a Needle,2011,Risk,72.92190714,2019,
10th Grade,Once or Twice,Heroin with a Needle,2012,Risk,72.565818922,2019,
10th Grade,Once or Twice,Heroin with a Needle,2013,Risk,73.201366488,2019,
10th Grade,Once or Twice,Heroin with a Needle,2014,Risk,72.614801299,2019,
10th Grade,Once or Twice,Heroin with a Needle,2015,Risk,74.125883432,2019,
10th Grade,Once or Twice,Heroin with a Needle,2016,Risk,73.259725146,2019,
10th Grade,Once or Twice,Heroin with a Needle,2017,Risk,72.24994894,2019,
10th Grade,Once or Twice,Heroin with a Needle,2018,Risk,71.385126285,2019,
10th Grade,Once or Twice,Heroin with a Needle,2019,Risk,73.609163261,2019,
10th Grade,Once or Twice,Heroin with a Needle,2021,Risk,73.245502345,2019,
10th Grade,Once or Twice,Heroin with a Needle,2022,Risk,66.110707059,2019,
12th Grade,Once or Twice,Heroin with a Needle,1995,Risk,55.593134104,2019,
12th Grade,Once or Twice,Heroin with a Needle,1996,Risk,58.607501087,2019,
12th Grade,Once or Twice,Heroin with a Needle,1997,Risk,60.538822061,2019,
12th Grade,Once or Twice,Heroin with a Needle,1998,Risk,59.594084186,2019,
12th Grade,Once or Twice,Heroin with a Needle,1999,Risk,58.504691627,2019,
12th Grade,Once or Twice,Heroin with a Needle,2000,Risk,61.631278855,2019,
12th Grade,Once or Twice,Heroin with a Needle,2001,Risk,60.713514734,2019,
12th Grade,Once or Twice,Heroin with a Needle,2002,Risk,60.596016358,2019,
12th Grade,Once or Twice,Heroin with a Needle,2003,Risk,58.9343045,2019,
12th Grade,Once or Twice,Heroin with a Needle,2004,Risk,61.15460903,2019,
12th Grade,Once or Twice,Heroin with a Needle,2005,Risk,60.48573779,2019,
12th Grade,Once or Twice,Heroin with a Needle,2006,Risk,62.597425861,2019,
12th Grade,Once or Twice,Heroin with a Needle,2007,Risk,60.182662367,2019,
12th Grade,Once or Twice,Heroin with a Needle,2008,Risk,60.814195696,2019,
12th Grade,Once or Twice,Heroin with a Needle,2009,Risk,61.493107366,2019,
12th Grade,Once or Twice,Heroin with a Needle,2010,Risk,63.813174793,2019,
12th Grade,Once or Twice,Heroin with a Needle,2011,Risk,61.107052417,2019,
12th Grade,Once or Twice,Heroin with a Needle,2012,Risk,63.320983803,2019,
12th Grade,Once or Twice,Heroin with a Needle,2013,Risk,64.52933959,2019,
12th Grade,Once or Twice,Heroin with a Needle,2014,Risk,65.256042951,2019,
12th Grade,Once or Twice,Heroin with a Needle,2015,Risk,62.538933507,2019,
12th Grade,Once or Twice,Heroin with a Needle,2016,Risk,66.07334414,2019,
12th Grade,Once or Twice,Heroin with a Needle,2017,Risk,64.613318109,2019,
12th Grade,Once or Twice,Heroin with a Needle,2018,Risk,63.112401153,2019,
12th Grade,Once or Twice,Heroin with a Needle,2019,Risk,60.549106337,2019,
12th Grade,Once or Twice,Heroin with a Needle,2021,Risk,64.736359785,2019,
12th Grade,Once or Twice,Heroin with a Needle,2022,Risk,60.014941534,2019,
8th Grade,Occasionally,Heroin with a Needle,1995,Risk,76.843894747,2019,
8th Grade,Occasionally,Heroin with a Needle,1996,Risk,76.635549114,2019,
8th Grade,Occasionally,Heroin with a Needle,1997,Risk,79.248792293,2019,
8th Grade,Occasionally,Heroin with a Needle,1998,Risk,79.012991461,2019,
8th Grade,Occasionally,Heroin with a Needle,1999,Risk,78.8723941,2019,
8th Grade,Occasionally,Heroin with a Needle,2000,Risk,78.609187429,2019,
8th Grade,Occasionally,Heroin with a Needle,2001,Risk,78.472500186,2019,
8th Grade,Occasionally,Heroin with a Needle,2002,Risk,78.501915749,2019,
8th Grade,Occasionally,Heroin with a Needle,2003,Risk,77.795871725,2019,
8th Grade,Occasionally,Heroin with a Needle,2004,Risk,77.499791469,2019,
8th Grade,Occasionally,Heroin with a Needle,2005,Risk,76.84377005,2019,
8th Grade,Occasionally,Heroin with a Needle,2006,Risk,75.338705547,2019,
8th Grade,Occasionally,Heroin with a Needle,2007,Risk,76.417660388,2019,
8th Grade,Occasionally,Heroin with a Needle,2008,Risk,75.544999644,2019,
8th Grade,Occasionally,Heroin with a Needle,2009,Risk,74.018864573,2019,
8th Grade,Occasionally,Heroin with a Needle,2010,Risk,76.686731805,2019,
8th Grade,Occasionally,Heroin with a Needle,2011,Risk,75.928909289,2019,
8th Grade,Occasionally,Heroin with a Needle,2012,Risk,75.085897801,2019,
8th Grade,Occasionally,Heroin with a Needle,2013,Risk,73.359812898,2019,
8th Grade,Occasionally,Heroin with a Needle,2014,Risk,73.214695689,2019,
8th Grade,Occasionally,Heroin with a Needle,2015,Risk,72.705091621,2019,
8th Grade,Occasionally,Heroin with a Needle,2016,Risk,70.301617357,2019,
8th Grade,Occasionally,Heroin with a Needle,2017,Risk,74.679845376,2019,
8th Grade,Occasionally,Heroin with a Needle,2018,Risk,72.05044945,2019,
8th Grade,Occasionally,Heroin with a Needle,2019,Risk,69.093292597,2019,
8th Grade,Occasionally,Heroin with a Needle,2021,Risk,67.840623727,2019,
8th Grade,Occasionally,Heroin with a Needle,2022,Risk,66.575963667,2019,
10th Grade,Occasionally,Heroin with a Needle,1995,Risk,85.105103219,2019,
10th Grade,Occasionally,Heroin with a Needle,1996,Risk,85.774049143,2019,
10th Grade,Occasionally,Heroin with a Needle,1997,Risk,86.49985544,2019,
10th Grade,Occasionally,Heroin with a Needle,1998,Risk,84.936578055,2019,
10th Grade,Occasionally,Heroin with a Needle,1999,Risk,86.508397998,2019,
10th Grade,Occasionally,Heroin with a Needle,2000,Risk,85.240190874,2019,
10th Grade,Occasionally,Heroin with a Needle,2001,Risk,85.420782502,2019,
10th Grade,Occasionally,Heroin with a Needle,2002,Risk,83.381718824,2019,
10th Grade,Occasionally,Heroin with a Needle,2003,Risk,83.517991735,2019,
10th Grade,Occasionally,Heroin with a Needle,2004,Risk,85.376680655,2019,
10th Grade,Occasionally,Heroin with a Needle,2005,Risk,85.153216236,2019,
10th Grade,Occasionally,Heroin with a Needle,2006,Risk,83.622721241,2019,
10th Grade,Occasionally,Heroin with a Needle,2007,Risk,84.227228082,2019,
10th Grade,Occasionally,Heroin with a Needle,2008,Risk,83.097795738,2019,
10th Grade,Occasionally,Heroin with a Needle,2009,Risk,83.323384636,2019,
10th Grade,Occasionally,Heroin with a Needle,2010,Risk,84.758836492,2019,
10th Grade,Occasionally,Heroin with a Needle,2011,Risk,83.433159789,2019,
10th Grade,Occasionally,Heroin with a Needle,2012,Risk,84.392969044,2019,
10th Grade,Occasionally,Heroin with a Needle,2013,Risk,84.006834834,2019,
10th Grade,Occasionally,Heroin with a Needle,2014,Risk,82.501711888,2019,
10th Grade,Occasionally,Heroin with a Needle,2015,Risk,83.28476683,2019,
10th Grade,Occasionally,Heroin with a Needle,2016,Risk,82.218763708,2019,
10th Grade,Occasionally,Heroin with a Needle,2017,Risk,81.414296011,2019,
10th Grade,Occasionally,Heroin with a Needle,2018,Risk,81.021901182,2019,
10th Grade,Occasionally,Heroin with a Needle,2019,Risk,82.61599989,2019,
10th Grade,Occasionally,Heroin with a Needle,2021,Risk,81.810991457,2019,
10th Grade,Occasionally,Heroin with a Needle,2022,Risk,77.013541808,2019,
12th Grade,Occasionally,Heroin with a Needle,1995,Risk,71.235050401,2019,
12th Grade,Occasionally,Heroin with a Needle,1996,Risk,70.998870645,2019,
12th Grade,Occasionally,Heroin with a Needle,1997,Risk,74.346755091,2019,
12th Grade,Occasionally,Heroin with a Needle,1998,Risk,73.404214778,2019,
12th Grade,Occasionally,Heroin with a Needle,1999,Risk,73.559799458,2019,
12th Grade,Occasionally,Heroin with a Needle,2000,Risk,74.737080377,2019,
12th Grade,Occasionally,Heroin with a Needle,2001,Risk,74.387777259,2019,
12th Grade,Occasionally,Heroin with a Needle,2002,Risk,74.688159448,2019,
12th Grade,Occasionally,Heroin with a Needle,2003,Risk,73.043055595,2019,
12th Grade,Occasionally,Heroin with a Needle,2004,Risk,76.065985792,2019,
12th Grade,Occasionally,Heroin with a Needle,2005,Risk,73.266282739,2019,
12th Grade,Occasionally,Heroin with a Needle,2006,Risk,76.236328278,2019,
12th Grade,Occasionally,Heroin with a Needle,2007,Risk,73.864351339,2019,
12th Grade,Occasionally,Heroin with a Needle,2008,Risk,73.224746375,2019,
12th Grade,Occasionally,Heroin with a Needle,2009,Risk,74.800568501,2019,
12th Grade,Occasionally,Heroin with a Needle,2010,Risk,76.165266082,2019,
12th Grade,Occasionally,Heroin with a Needle,2011,Risk,74.719399953,2019,
12th Grade,Occasionally,Heroin with a Needle,2012,Risk,76.114692151,2019,
12th Grade,Occasionally,Heroin with a Needle,2013,Risk,76.407868945,2019,
12th Grade,Occasionally,Heroin with a Needle,2014,Risk,73.623604797,2019,
12th Grade,Occasionally,Heroin with a Needle,2015,Risk,71.098326902,2019,
12th Grade,Occasionally,Heroin with a Needle,2016,Risk,74.581707479,2019,
12th Grade,Occasionally,Heroin with a Needle,2017,Risk,72.717931954,2019,
12th Grade,Occasionally,Heroin with a Needle,2018,Risk,69.633400104,2019,
12th Grade,Occasionally,Heroin with a Needle,2019,Risk,69.381370566,2019,
12th Grade,Occasionally,Heroin with a Needle,2021,Risk,73.802394783,2019,
12th Grade,Occasionally,Heroin with a Needle,2022,Risk,69.397615154,2019,
8th Grade,Once or Twice,Inhalants,1991,Risk,35.92597195,2019,
8th Grade,Once or Twice,Inhalants,1992,Risk,36.953434257,2019,
8th Grade,Once or Twice,Inhalants,1993,Risk,36.462441323,2019,
8th Grade,Once or Twice,Inhalants,1994,Risk,37.906799703,2019,
8th Grade,Once or Twice,Inhalants,1995,Risk,36.436283745,2019,
8th Grade,Once or Twice,Inhalants,1996,Risk,40.775056792,2019,
8th Grade,Once or Twice,Inhalants,1997,Risk,40.05448351,2019,
8th Grade,Once or Twice,Inhalants,1998,Risk,38.944922874,2019,
8th Grade,Once or Twice,Inhalants,1999,Risk,40.841653718,2019,
8th Grade,Once or Twice,Inhalants,2000,Risk,41.173224168,2019,
8th Grade,Once or Twice,Inhalants,2001,Risk,45.63716975,2019,
8th Grade,Once or Twice,Inhalants,2002,Risk,42.823227471,2019,
8th Grade,Once or Twice,Inhalants,2003,Risk,40.305804206,2019,
