drug1,estimate,time,drug,raceEthnicity,sex,age,year
ANYOTM 30 DAY,6.43,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1999
ANYOTM 30 DAY,6.78,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2000
ANYOTM 30 DAY,7.15,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2001
ANYOTM 30 DAY,7.97,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2002
ANYOTM 30 DAY,8.82,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2003
ANYOTM 30 DAY,9.16,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2004
ANYOTM 30 DAY,8.94,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2005
ANYOTM 30 DAY,9,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2006
ANYOTM 30 DAY,9.74,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2007
ANYOTM 30 DAY,9.6,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2008
ANYOTM 30 DAY,8.51,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2009
ANYOTM 30 DAY,9.7,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2010
ANYOTM 30 DAY,9.33,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2011
ANYOTM 30 DAY,8.52,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2012
ANYOTM 30 DAY,9.28,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2013
ANYOTM 30 DAY,11.77,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2014
ANYOTM 30 DAY,9.88,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2015
ANYOTM 30 DAY,10.8,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2016
ANYOTM 30 DAY,10.29,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2017
ANYOTM 30 DAY,9.7,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2018
ANYOTM 30 DAY,9.6,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2019
ANYOTM 30 DAY,8.8,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2020
ANYOTM 30 DAY,8.8,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2021
ANYOTM 30 DAY,7.9,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2022
ANYOTM 30 DAY,7.4,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 19-30,2023
ANYOTM 30 DAY,9.49,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1988
ANYOTM 30 DAY,7.8,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1989
ANYOTM 30 DAY,6.28,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1990
ANYOTM 30 DAY,5.89,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1991
ANYOTM 30 DAY,5.79,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1992
ANYOTM 30 DAY,4.86,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1993
ANYOTM 30 DAY,5.35,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1994
ANYOTM 30 DAY,6.12,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1995
ANYOTM 30 DAY,5.01,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1996
ANYOTM 30 DAY,5.61,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1997
ANYOTM 30 DAY,5.39,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1998
ANYOTM 30 DAY,6.16,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,1999
ANYOTM 30 DAY,6.19,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2000
ANYOTM 30 DAY,7.37,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2001
ANYOTM 30 DAY,7.98,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2002
ANYOTM 30 DAY,8.75,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2003
ANYOTM 30 DAY,8.98,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2004
ANYOTM 30 DAY,9.23,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2005
ANYOTM 30 DAY,8.75,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2006
ANYOTM 30 DAY,9.86,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2007
ANYOTM 30 DAY,9.77,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2008
ANYOTM 30 DAY,10.05,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2009
ANYOTM 30 DAY,9.58,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2010
ANYOTM 30 DAY,9.8,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2011
ANYOTM 30 DAY,8.53,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2012
ANYOTM 30 DAY,9.15,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2013
ANYOTM 30 DAY,11.03,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2014
ANYOTM 30 DAY,9.13,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2015
ANYOTM 30 DAY,10.2,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2016
ANYOTM 30 DAY,10.27,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2017
ANYOTM 30 DAY,9.1,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2018
ANYOTM 30 DAY,9.5,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2019
ANYOTM 30 DAY,7.9,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2020
ANYOTM 30 DAY,8.1,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2021
ANYOTM 30 DAY,7.3,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2022
ANYOTM 30 DAY,7.6,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 19-30,2023
ANYOTM 30 DAY,8.24,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1988
ANYOTM 30 DAY,5.83,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1989
ANYOTM 30 DAY,5.26,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1990
ANYOTM 30 DAY,4.56,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1991
ANYOTM 30 DAY,4.91,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1992
ANYOTM 30 DAY,3.75,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1993
ANYOTM 30 DAY,3.89,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1994
ANYOTM 30 DAY,4.52,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1995
ANYOTM 30 DAY,3.9,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1996
ANYOTM 30 DAY,4.22,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1997
ANYOTM 30 DAY,4.03,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1998
ANYOTM 30 DAY,4.54,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,1999
ANYOTM 30 DAY,4.81,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2000
ANYOTM 30 DAY,5.66,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2001
ANYOTM 30 DAY,6.06,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2002
ANYOTM 30 DAY,6.74,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2003
ANYOTM 30 DAY,6.01,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2004
ANYOTM 30 DAY,7.14,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2005
ANYOTM 30 DAY,6.57,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2006
ANYOTM 30 DAY,7.31,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2007
ANYOTM 30 DAY,8.01,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2008
ANYOTM 30 DAY,8,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2009
ANYOTM 30 DAY,7.11,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2010
ANYOTM 30 DAY,7.61,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2011
ANYOTM 30 DAY,6.67,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2012
ANYOTM 30 DAY,7.17,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2013
ANYOTM 30 DAY,9.09,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2014
ANYOTM 30 DAY,7.08,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2015
ANYOTM 30 DAY,7.5,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2016
ANYOTM 30 DAY,7.36,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2017
ANYOTM 30 DAY,7.7,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2018
ANYOTM 30 DAY,6.6,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2019
ANYOTM 30 DAY,6.8,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2020
ANYOTM 30 DAY,6.4,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2021
ANYOTM 30 DAY,5.6,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2022
ANYOTM 30 DAY,5.9,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 19-30,2023
ANYOTM 30 DAY,4.74,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2008
ANYOTM 30 DAY,3.92,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2009
ANYOTM 30 DAY,3.95,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2010
ANYOTM 30 DAY,5.62,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2011
ANYOTM 30 DAY,3.33,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2012
ANYOTM 30 DAY,3.91,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2013
ANYOTM 30 DAY,3.91,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2014
ANYOTM 30 DAY,2.75,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2015
ANYOTM 30 DAY,1.9,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2016
ANYOTM 30 DAY,2.19,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2017
ANYOTM 30 DAY,5.3,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2018
ANYOTM 30 DAY,2.3,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2019
ANYOTM 30 DAY,1.1,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2020
ANYOTM 30 DAY,4.8,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2021
ANYOTM 30 DAY,2.5,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2022
ANYOTM 30 DAY,2.9,30 Day,Any Drug Other Than Cannabis,BLACK,,Ages 35-50,2023
ANYOTM 30 DAY,4.5,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2008
ANYOTM 30 DAY,6.85,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2009
ANYOTM 30 DAY,6.43,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2010
ANYOTM 30 DAY,4.69,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2011
ANYOTM 30 DAY,6.58,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2012
ANYOTM 30 DAY,6.76,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2013
ANYOTM 30 DAY,6.33,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2014
ANYOTM 30 DAY,3.67,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2015
ANYOTM 30 DAY,5,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2016
ANYOTM 30 DAY,6.83,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2017
ANYOTM 30 DAY,5.2,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2018
ANYOTM 30 DAY,5.4,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2019
ANYOTM 30 DAY,3.2,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2020
ANYOTM 30 DAY,2.6,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2021
ANYOTM 30 DAY,2.4,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2022
ANYOTM 30 DAY,3.3,30 Day,Any Drug Other Than Cannabis,HISPANIC,,Ages 35-50,2023
ANYOTM 30 DAY,6.47,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2008
ANYOTM 30 DAY,6.35,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2009
ANYOTM 30 DAY,4.92,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2010
ANYOTM 30 DAY,5.52,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2011
ANYOTM 30 DAY,5.92,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2012
ANYOTM 30 DAY,5.91,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2013
ANYOTM 30 DAY,5.15,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2014
ANYOTM 30 DAY,6.78,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2015
ANYOTM 30 DAY,4.9,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2016
ANYOTM 30 DAY,5.68,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2017
ANYOTM 30 DAY,5.4,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2018
ANYOTM 30 DAY,4.9,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2019
ANYOTM 30 DAY,5,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2020
ANYOTM 30 DAY,5.3,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2021
ANYOTM 30 DAY,6,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2022
ANYOTM 30 DAY,4.6,30 Day,Any Drug Other Than Cannabis,,MEN,Ages 35-50,2023
ANYOTM 30 DAY,5.86,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2008
ANYOTM 30 DAY,5.64,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2009
ANYOTM 30 DAY,6.15,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2010
ANYOTM 30 DAY,5.21,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2011
ANYOTM 30 DAY,5.63,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2012
ANYOTM 30 DAY,5.33,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2013
ANYOTM 30 DAY,5.23,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2014
ANYOTM 30 DAY,6.6,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2015
ANYOTM 30 DAY,6.1,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2016
ANYOTM 30 DAY,5.43,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2017
ANYOTM 30 DAY,5.1,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2018
ANYOTM 30 DAY,5.7,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2019
ANYOTM 30 DAY,5.9,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2020
ANYOTM 30 DAY,6.2,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2021
ANYOTM 30 DAY,6.3,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2022
ANYOTM 30 DAY,5.2,30 Day,Any Drug Other Than Cannabis,WHITE,,Ages 35-50,2023
ANYOTM 30 DAY,4.67,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2008
ANYOTM 30 DAY,4.85,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2009
ANYOTM 30 DAY,6.27,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2010
ANYOTM 30 DAY,5.16,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2011
ANYOTM 30 DAY,4.89,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2012
ANYOTM 30 DAY,4.69,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2013
ANYOTM 30 DAY,5.12,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2014
ANYOTM 30 DAY,4.66,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2015
ANYOTM 30 DAY,5.9,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2016
ANYOTM 30 DAY,4.26,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2017
ANYOTM 30 DAY,5.3,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2018
ANYOTM 30 DAY,5.9,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2019
ANYOTM 30 DAY,4.7,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2020
ANYOTM 30 DAY,5.4,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2021
ANYOTM 30 DAY,5,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2022
ANYOTM 30 DAY,4.8,30 Day,Any Drug Other Than Cannabis,,WOMEN,Ages 35-50,2023
ANYOTM ANNUAL,15.27,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1988
ANYOTM ANNUAL,11.04,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1989
ANYOTM ANNUAL,9.71,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1990
ANYOTM ANNUAL,7.58,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1991
ANYOTM ANNUAL,6.53,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1992
ANYOTM ANNUAL,8.14,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1993
ANYOTM ANNUAL,8.53,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1994
ANYOTM ANNUAL,5.85,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1995
ANYOTM ANNUAL,5.7,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1996
ANYOTM ANNUAL,5.9,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1997
ANYOTM ANNUAL,7.17,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1998
ANYOTM ANNUAL,4.75,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,1999
ANYOTM ANNUAL,5.81,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2000
ANYOTM ANNUAL,6.13,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2001
ANYOTM ANNUAL,5.69,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2002
ANYOTM ANNUAL,7.79,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2003
ANYOTM ANNUAL,5.86,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2004
ANYOTM ANNUAL,5.51,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2005
ANYOTM ANNUAL,8.42,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2006
ANYOTM ANNUAL,6.99,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2007
ANYOTM ANNUAL,10.87,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2008
ANYOTM ANNUAL,6.82,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2009
ANYOTM ANNUAL,7.84,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2010
ANYOTM ANNUAL,7.88,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2011
ANYOTM ANNUAL,9.34,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2012
ANYOTM ANNUAL,11.38,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2013
ANYOTM ANNUAL,14.89,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2014
ANYOTM ANNUAL,9.58,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2015
ANYOTM ANNUAL,12.8,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2016
ANYOTM ANNUAL,9.41,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2017
ANYOTM ANNUAL,11.1,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2018
ANYOTM ANNUAL,6.3,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2019
ANYOTM ANNUAL,11.4,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2020
ANYOTM ANNUAL,10.2,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2021
ANYOTM ANNUAL,8.3,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2022
ANYOTM ANNUAL,8.2,12 Month,Any Drug Other Than Cannabis,BLACK,,Ages 19-30,2023
ANYOTM ANNUAL,20.37,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1988
ANYOTM ANNUAL,17.07,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1989
ANYOTM ANNUAL,13.65,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1990
ANYOTM ANNUAL,11.98,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1991
ANYOTM ANNUAL,13.42,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1992
ANYOTM ANNUAL,9.99,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1993
ANYOTM ANNUAL,12.47,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1994
ANYOTM ANNUAL,12.22,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1995
ANYOTM ANNUAL,14.72,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1996
ANYOTM ANNUAL,11.44,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1997
ANYOTM ANNUAL,11.21,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1998
ANYOTM ANNUAL,13.7,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,1999
ANYOTM ANNUAL,10.57,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2000
ANYOTM ANNUAL,11.67,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2001
ANYOTM ANNUAL,16.81,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2002
ANYOTM ANNUAL,16.23,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2003
ANYOTM ANNUAL,16.61,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2004
ANYOTM ANNUAL,14.81,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2005
ANYOTM ANNUAL,14.47,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2006
ANYOTM ANNUAL,11.56,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2007
ANYOTM ANNUAL,17.11,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2008
ANYOTM ANNUAL,13.72,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2009
ANYOTM ANNUAL,14.85,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2010
ANYOTM ANNUAL,14.64,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2011
ANYOTM ANNUAL,14.46,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2012
ANYOTM ANNUAL,12.91,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2013
ANYOTM ANNUAL,20.81,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2014
ANYOTM ANNUAL,14.9,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2015
ANYOTM ANNUAL,17.6,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2016
ANYOTM ANNUAL,19.78,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2017
ANYOTM ANNUAL,16,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2018
ANYOTM ANNUAL,15.2,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2019
ANYOTM ANNUAL,17.4,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2020
ANYOTM ANNUAL,15.5,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2021
ANYOTM ANNUAL,20.7,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2022
ANYOTM ANNUAL,15.4,12 Month,Any Drug Other Than Cannabis,HISPANIC,,Ages 19-30,2023
ANYOTM ANNUAL,23.54,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1988
ANYOTM ANNUAL,20.85,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1989
ANYOTM ANNUAL,17.99,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1990
ANYOTM ANNUAL,16.01,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1991
ANYOTM ANNUAL,15.76,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1992
ANYOTM ANNUAL,13.76,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1993
ANYOTM ANNUAL,15.71,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1994
ANYOTM ANNUAL,14.83,12 Month,Any Drug Other Than Cannabis,,MEN,Ages 19-30,1995
