"drug","age","time","_NAME_","_2009","_2010","_2011","_2012","_2013","_2014","_2015","_2016","_2017","_2018","_2019","_2020","_2021","_2022","_1993","_1994","_1995","_1996","_1997","_1998","_1999","_2000","_2001","_2002","_2003","_2004","_2005","_2006","_2007","_2008","_1977","_1978","_1979","_1980","_1981","_1982","_1983","_1984","_1985","_1986","_1987","_1988","_1989","_1990","_1991","_1992"
"Heroin","Age 60","12 Month","estimate",".",".",".",".",".",".",".",".",".",0.2035,0.2082,".",0.217,0.058,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Heroin","Age 60","Lifetime","estimate",".",".",".",".",".",".",".",".",".",32.6696,31.6046,36.0664,37.418,34.956,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Heroin","Ages 19-20","12 Month","estimate",0.6854,0.4581,0.7180,0.4218,0.4393,0.3825,0.3361,0.0627,".",0.1727,".",".",1.098,".",0.157,0.1481,0.6242,0.7772,0.3131,0.9622,0.5216,0.6287,1.1340,0.4912,0.2660,0.3495,0.5157,0.5088,0.2603,0.5618,0.2729,0.3625,0.2614,0.1888,0.4601,0.2437,0.2059,0.2046,0.1143,0.1085,0.2460,0.1453,0.1995,0.1693,0.1205,0.1333
"Heroin","Ages 19-20","30 Day","estimate",0.1423,0.1460,0.0854,0.1277,0.2545,0.0986,".",".",".",0.1310,".",".",0.216,".",0.037,0.0196,0.2147,0.0666,0.1197,0.1765,0.3050,0.1824,0.4900,0.0956,".",0.1227,0.2168,0.2523,0.1632,0.0699,".",0.2277,0.1236,0.0581,0.1437,".",0.0222,0.0326,0.0546,0.0353,0.0451,0.0254,0.0292,0.0575,0.0321,"."
"Heroin","Ages 19-20","Lifetime","estimate",0.9759,0.7394,1.5805,1.0481,0.9331,0.7676,0.5799,0.4379,0.3518,0.3675,0.0849,0.2027,1.198,".",0.672,0.7644,1.2402,1.6247,1.2988,2.4540,1.8000,2.2132,2.0933,0.9156,1.0401,1.1050,1.0709,0.8951,1.0299,1.0622,0.9682,1.3862,0.9843,1.1027,0.6874,0.5993,0.8244,0.7943,0.5031,0.4460,0.9286,0.5432,0.7672,0.5313,0.5730,0.9076
"Heroin","Ages 19-30","12 Month","estimate",0.6188,0.4599,0.6250,0.5326,0.6926,0.4684,0.5509,0.5632,0.5194,0.3544,0.2972,0.2944,0.364,0.233,0.157,0.2175,0.3657,0.3667,0.3153,0.3713,0.3151,0.3389,0.4660,0.2223,0.3865,0.2987,0.5192,0.3504,0.3489,0.4969,0.2729,0.3625,0.3301,0.4159,0.4512,0.2988,0.3975,0.2528,0.2853,0.1940,0.2889,0.2243,0.1999,0.1267,0.1857,0.1659
"Heroin","Ages 19-30","30 Day","estimate",0.2813,0.1322,0.2913,0.2019,0.3611,0.2562,0.2947,0.3163,0.3076,0.2734,0.1872,0.1561,0.210,0.120,0.045,0.1390,0.0838,0.0467,0.0904,0.0587,0.0945,0.1205,0.2606,0.0529,0.1143,0.0923,0.1786,0.1692,0.1702,0.1132,".",0.2277,0.1288,0.1185,0.1427,0.0843,0.1625,0.0654,0.0951,0.0608,0.1260,0.1041,0.0980,0.0659,0.0508,0.0477
"Heroin","Ages 19-30","Lifetime","estimate",1.5868,1.6404,1.7175,1.4611,1.5051,1.4938,1.4292,1.6580,1.3918,1.2817,1.2044,1.0469,0.898,0.553,0.801,0.8753,1.0687,1.3297,1.1244,1.3687,1.4374,1.5537,1.7065,1.5040,1.6667,1.7093,1.6461,1.7254,1.4376,1.7013,0.9682,1.3862,0.9819,1.5443,1.6584,1.2148,1.6781,1.4610,1.5473,1.3936,1.3671,0.9994,0.9807,0.7948,0.9345,0.8545
"Heroin","Ages 21-22","12 Month","estimate",0.8239,0.3456,0.4185,0.4541,0.9654,0.3312,0.2855,0.8843,0.1895,0.3065,0.0826,0.0446,0.440,0.188,0.200,0.2672,0.2373,0.4746,0.6138,0.3908,0.3878,0.5449,0.4458,0.0555,0.4025,0.5047,0.7175,0.5894,0.5334,1.0796,".",".",0.4871,0.6743,0.3731,0.4056,0.3187,0.3251,0.2602,0.2471,0.3120,0.2094,0.1650,0.1672,0.1609,0.2888
"Heroin","Ages 21-22","30 Day","estimate",0.3054,0.0450,0.2206,0.2648,0.3247,0.1406,0.1155,0.4324,0.1895,".",0.0827,".",0.439,0.188,0.200,0.2672,0.0200,0.1052,0.1896,0.1299,0.1160,0.2797,0.2811,".",0.1183,0.0822,0.1108,0.1756,0.2771,0.2181,".",".",0.1408,0.1872,0.0961,0.1737,".",0.0911,0.0505,0.0469,0.1122,0.0825,0.1079,0.1670,0.0771,0.1253
"Heroin","Ages 21-22","Lifetime","estimate",1.3986,1.7818,1.4545,0.9753,1.4945,0.9684,0.6475,2.1956,0.8215,0.7110,0.5110,0.6625,0.642,0.188,0.896,1.0421,0.9129,1.1853,1.4647,1.2940,1.9798,2.0446,2.2115,1.9282,2.3926,1.2669,1.2954,1.8348,1.1484,2.2914,".",".",0.9765,2.0464,1.9832,1.3577,1.0850,1.1610,0.9161,0.9066,1.0334,0.9905,1.1929,0.7604,0.7622,0.9282
"Heroin","Ages 23-24","12 Month","estimate",0.8365,0.8585,0.6840,0.3602,0.6409,0.3600,0.7814,0.4115,0.4634,0.4258,0.3527,0.1072,0.072,0.147,0.132,0.1458,0.7685,0.4430,0.1532,0.2641,0.4864,0.3587,0.4900,0.2848,0.5984,0.2883,0.3328,0.2412,0.3767,0.6372,".",".",".",".",0.6114,0.2372,0.5428,0.1960,0.3069,0.1316,0.1049,0.1763,0.1265,0.1511,0.2092,0.2343
"Heroin","Ages 23-24","30 Day","estimate",0.5370,0.2096,0.3249,0.2152,0.4678,0.2356,0.6308,0.3131,0.1936,0.3126,0.0365,0.1072,0.072,0.053,".",0.0386,0.0615,".",".",0.0540,0.0853,0.1017,0.2293,0.0814,0.1610,0.1256,0.2057,0.1030,0.2236,0.3279,".",".",".",".",0.2478,0.0753,0.2851,0.0809,0.0546,0.0285,0.0255,0.1090,0.0496,0.0603,".",0.1043
"Heroin","Ages 23-24","Lifetime","estimate",1.5720,2.4358,1.9775,1.5572,1.8203,1.8366,2.2419,1.9316,0.7442,1.8500,1.6542,1.1102,0.421,0.632,0.847,0.9159,1.4938,1.9880,0.9947,1.6540,1.8110,1.9625,2.5727,2.2726,2.1002,2.3845,1.9782,1.2737,1.3025,2.1371,".",".",".",".",3.0485,1.7354,2.4267,1.3729,1.4176,1.1213,1.2834,0.9125,0.9133,0.8854,0.9670,0.7350
"Heroin","Ages 25-26","12 Month","estimate",0.7197,0.6579,0.8260,1.0393,0.9786,0.7791,0.7813,0.5619,0.8253,0.3927,0.1230,0.8943,0.210,0.479,0.169,0.1711,0.1118,0.2159,0.2833,0.3821,0.2156,0.3126,0.2817,0.2341,0.0747,0.2126,0.2469,0.6480,0.2630,0.2519,".",".",".",".",".",".",0.6964,0.2923,0.3366,0.1967,0.3120,0.1178,0.1324,0.0650,0.1779,0.1029
"Heroin","Ages 25-26","30 Day","estimate",0.3421,0.2267,0.6690,0.3666,0.6832,0.3324,0.4965,0.4875,0.5590,0.3927,0.1230,0.3900,0.077,".",0.042,0.1138,".",0.0732,0.0434,".",".",0.1696,0.1784,".",".",0.1201,0.0611,0.4915,0.0686,0.0141,".",".",".",".",".",".",0.5748,0.0563,0.0933,0.0936,0.2136,0.0298,0.0716,0.0448,".",0.0265
"Heroin","Ages 25-26","Lifetime","estimate",2.4424,2.4020,2.4267,2.3375,2.5520,2.6161,2.2171,1.9731,2.8618,1.8989,1.6952,1.9145,1.289,1.124,1.050,1.0007,1.0417,1.5320,1.2890,1.4493,1.4123,1.6785,1.8132,2.0604,1.9481,2.9954,2.2433,3.1885,2.5028,1.7531,".",".",".",".",".",".",3.3106,2.6523,2.5485,1.9085,1.0857,0.9638,1.3517,1.2782,1.2543,1.0992
"Heroin","Ages 27-28","12 Month","estimate",0.3307,0.2728,0.7156,0.3079,0.7131,0.7258,0.5409,0.4776,0.9404,0.4725,0.4123,0.4156,".",0.219,0.243,0.1890,0.0918,0.1825,0.1509,0.1242,0.1887,0.0735,0.3792,0.1035,0.7229,0.0894,0.5290,".",0.2883,0.1828,".",".",".",".",".",".",".",".",0.5598,0.2901,0.3101,0.3261,0.2750,0.0313,0.1069,0.1678
"Heroin","Ages 27-28","30 Day","estimate",0.1443,0.1290,0.3262,0.0547,0.3730,0.6409,0.3674,0.3662,0.6791,0.4283,0.1337,0.3065,".",0.219,".",0.0918,0.0918,".",0.0761,".",0.0446,".",0.3792,0.1035,0.2629,0.0529,0.0608,".",".",".",".",".",".",".",".",".",".",".",0.3879,0.1018,0.1085,0.1417,0.1113,0.0313,".",0.0286
"Heroin","Ages 27-28","Lifetime","estimate",3.0968,2.3613,2.4211,2.1427,1.7250,2.4747,2.2908,2.4236,2.7790,2.4168,2.4257,1.9367,1.323,0.877,1.367,1.1947,1.3772,1.5651,1.3149,1.2799,1.6057,1.4179,1.4925,1.5743,2.2940,2.1436,2.5687,3.0472,2.3255,2.7742,".",".",".",".",".",".",".",".",3.3579,2.6652,2.7443,2.0921,1.3599,1.1397,1.6429,1.3930
"Heroin","Ages 29-30","12 Month","estimate",0.3141,0.1412,0.3638,0.6010,0.3853,0.2102,0.5587,0.9313,0.5945,0.3353,0.7710,0.2197,0.624,0.238,0.052,0.3789,0.3647,0.1289,0.3775,0.1510,0.1058,0.1429,0.1625,0.1975,0.2224,0.3735,0.7696,0.1297,0.3642,0.2419,".",".",".",".",".",".",".",".",".",".",0.6777,0.3798,0.3020,0.1799,0.3455,0.0674
"Heroin","Ages 29-30","30 Day","estimate",0.2027,0.0354,0.0924,0.1770,0.0318,0.0593,0.1374,0.2780,0.1724,0.3353,0.7005,0.0810,0.437,0.181,".",0.3040,0.1150,0.0308,0.1127,".",0.0242,".",0.0404,0.0370,0.1193,0.0547,0.3984,".",0.2901,0.0426,".",".",".",".",".",".",".",".",".",".",0.4224,0.2441,0.2172,0.0407,0.1976,"."
"Heroin","Ages 29-30","Lifetime","estimate",0.3141,0.1412,0.3638,0.6010,0.3853,0.2102,0.5587,0.9313,0.5945,0.3353,0.7710,0.2197,0.624,0.238,0.052,0.3789,0.3647,0.1289,0.3775,0.1510,0.1058,0.1429,0.1625,0.1975,0.2224,0.3735,0.7696,0.1297,0.3642,0.2419,".",".",".",".",".",".",".",".",".",".",0.6777,0.3798,0.3020,0.1799,0.3455,0.0674
"Heroin","Ages 35-50","12 Month","estimate",0.1993,0.1503,0.0461,0.0678,0.2662,0.2855,0.1462,0.2119,0.1518,0.2277,0.2298,0.1027,0.277,0.270,0.472,0.2844,0.2194,0.1522,0.1498,0.3914,0.2748,0.0503,0.0918,0.2426,0.4014,0.1637,0.0275,0.2424,0.1130,0.1461,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Heroin","Ages 35-50","30 Day","estimate",0.0810,0.0639,0.0317,0.0456,0.1840,0.2082,0.0928,0.1467,0.0526,0.1260,0.1688,0.0141,0.256,0.277,0.472,0.0678,0.1344,0.0393,0.1208,0.3337,0.1848,0.0503,0.0693,0.1058,0.2315,0.0541,".",0.1970,0.0619,0.0594,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Heroin","Ages 35-50","Lifetime","estimate",13.5237,15.0939,15.3839,16.0888,16.9838,16.2340,18.8018,19.6484,17.4811,17.3117,16.5568,17.6027,19.681,17.460,2.456,2.8277,2.4756,2.0731,1.7035,2.1866,2.2032,2.0851,1.7918,2.0560,9.7241,9.5641,12.2550,11.8591,12.2728,14.4157,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 19-20","12 Month","estimate",0.3860,1.0403,1.5427,1.0980,0.5044,0.1904,0.8486,0.4923,0.5517,1.2270,0.9367,1.9575,2.090,1.576,".",".",".",".",".",".",".",".",".",1.3478,1.1264,1.2232,1.2436,0.9716,0.7525,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 19-30","12 Month","estimate",0.6216,0.6574,0.4789,0.6907,0.6144,0.6492,0.6412,0.9901,0.3514,0.7910,1.3829,1.2662,1.223,1.422,".",".",".",".",".",".",".",".",".",1.0387,0.8811,0.5701,0.4061,0.3989,0.3373,0.4416,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 21-22","12 Month","estimate",1.6751,1.0373,0.4121,1.0167,1.3272,0.1390,1.4078,1.3725,0.4944,0.4865,2.8162,1.2319,0.667,0.328,".",".",".",".",".",".",".",".",".",1.0214,1.6497,1.1405,0.6068,0.7128,0.2351,0.7823,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 23-24","12 Month","estimate",0.4914,0.5812,0.3486,1.0258,0.1013,1.9331,0.4287,0.4426,0.2766,0.9156,2.3368,1.2475,0.783,1.860,".",".",".",".",".",".",".",".",".",0.8973,1.4787,".",0.1452,0.0494,0.5947,0.3689,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 25-26","12 Month","estimate",0.7927,0.2296,0.3587,0.3742,0.6963,0.3136,0.5051,2.1136,0.6889,1.1197,0.8887,0.6501,1.221,1.431,".",".",".",".",".",".",".",".",".",1.8939,0.4570,0.3319,0.2349,0.2035,".",0.5666,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 27-28","12 Month","estimate",".",1.0109,0.0484,0.4427,0.1609,".",0.7081,".",0.1458,1.0845,0.4667,1.0392,1.400,0.977,".",".",".",".",".",".",".",".",".",0.2359,0.3993,0.4517,0.2087,".",0.1543,0.2306,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ketamine","Ages 29-30","12 Month","estimate",0.3749,0.0492,0.1150,0.1768,0.9682,1.3711,".",1.5407,".",".",1.1454,1.5985,1.460,2.379,".",".",".",".",".",".",".",".",".",0.9305,0.3267,0.3658,".",0.4368,0.3226,0.6929,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"LSD","Age 35","12 Month","estimate",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.502,0.4211,0.3522,0.5443,0.5365,0.2323,0.6468,0.2748,0.4705,".",".",0.2966,0.1520,0.0381,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"LSD","Ages 19-20","12 Month","estimate",2.4606,2.4181,3.1305,2.6481,2.8051,3.6871,3.5024,4.0598,3.1186,4.8195,3.4931,5.7417,6.955,1.452,6.243,6.9094,8.0955,9.1564,7.9791,5.7284,7.8672,6.7425,6.4708,3.2849,1.6844,1.3524,1.4237,2.2062,1.4060,1.9083,6.7080,5.9104,8.0144,7.3807,6.8371,7.7538,5.6303,4.2699,3.9419,5.0049,5.1656,4.7636,4.5289,5.3698,5.6628,6.7327
"LSD","Ages 19-20","30 Day","estimate",0.5113,0.5784,0.7729,0.8453,0.7473,0.6606,1.1357,0.4035,0.3167,1.2707,0.5977,1.4266,1.715,0.403,1.486,2.4487,2.7801,1.5187,1.9282,1.9303,1.8071,1.5269,1.6365,0.5436,0.2127,0.3235,0.4170,0.3866,0.2417,0.7302,1.6293,1.8307,2.7156,2.0945,1.8008,2.2888,1.4271,0.9661,0.9853,1.9040,1.6042,1.4510,1.2582,1.3690,1.1861,2.4416
"LSD","Ages 19-30","12 Month","estimate",1.4904,1.2383,1.7606,1.3880,1.8251,2.1151,2.3715,3.1497,3.0123,3.6838,3.4446,4.7030,4.261,2.598,3.149,3.4392,3.8301,3.9560,3.5820,3.0213,3.4224,3.3035,2.9017,1.5963,0.9897,0.7767,0.7633,1.0310,1.0360,1.2331,6.7080,5.9104,7.8524,7.4081,7.3340,6.8583,5.2621,3.8873,3.2367,3.0531,2.8590,2.6649,2.3355,2.8801,3.4098,3.6885
"LSD","Ages 19-30","30 Day","estimate",0.2222,0.2988,0.2771,0.2555,0.3873,0.2503,0.5047,0.4327,0.4346,0.9861,1.0124,0.9634,0.888,0.392,0.518,0.7607,0.9428,0.6134,0.6867,0.7778,0.6744,0.6127,0.4371,0.2852,0.1302,0.0653,0.1210,0.1623,0.1132,0.3015,1.6293,1.8307,2.7156,2.0945,1.8022,1.6112,1.1369,0.7082,0.6369,0.8188,0.6741,0.6122,0.5988,0.4642,0.7285,0.8808
"LSD","Ages 21-22","12 Month","estimate",2.2563,1.5896,2.9589,1.6962,2.7972,3.2427,4.2310,4.0066,3.9592,5.0169,4.1430,7.4025,4.287,2.722,4.194,5.9995,5.0105,5.3742,5.1984,4.3790,4.6708,4.7942,4.6738,1.8858,1.4548,1.5003,1.0263,1.4532,1.1636,2.3416,".",".",7.4794,7.4394,8.1773,6.8345,5.2415,5.2080,3.4427,4.2285,3.9281,4.3311,3.5266,4.3536,5.0805,5.7145
"LSD","Ages 23-24","12 Month","estimate",1.6548,1.5110,1.6094,1.5908,2.2229,2.4216,2.0449,3.6985,4.0724,2.6031,3.7065,4.9190,3.854,3.804,3.374,3.2525,4.1164,4.8780,3.9416,4.0475,4.4410,2.5811,2.7173,2.1546,1.2768,0.8511,0.7804,0.8567,1.4461,0.9342,".",".",".",".",6.4831,5.8832,4.6892,3.2451,2.8410,2.7975,2.3896,2.9355,2.7251,3.5716,4.1180,3.4969
"LSD","Ages 23-24","30 Day","estimate",0.2294,0.4542,0.2461,0.3342,0.4754,0.2294,0.5758,0.4061,0.2467,1.2338,1.0870,1.4986,0.949,0.663,0.512,0.6356,0.9833,0.7646,1.0651,0.8460,0.6947,0.4390,0.0902,0.7230,0.1992,0.0198,".",0.1076,0.2006,0.2746,".",".",".",".",1.8054,0.8524,1.0333,0.6261,0.3449,0.6389,0.4202,0.6851,0.7840,0.3209,0.7113,0.9443
"LSD","Ages 25-26","12 Month","estimate",1.3673,1.0574,1.1604,1.3226,1.6089,1.6281,2.8034,3.8878,3.8785,3.1696,4.5241,5.5978,5.807,3.277,2.610,2.1501,2.5330,2.1101,2.6653,2.1848,2.0403,2.9808,1.8388,0.9358,0.7378,0.5746,0.7716,0.8505,1.2502,1.0077,".",".",".",".",".",".",5.7469,2.7211,3.1288,1.5180,1.6319,1.7663,1.4198,1.7541,2.6830,3.3108
"LSD","Ages 25-26","30 Day","estimate",0.2198,0.2036,0.1144,0.0792,0.5295,0.3484,0.5545,0.8926,0.7732,1.1061,1.7739,0.8837,1.324,0.278,0.322,0.5830,0.4107,0.1747,0.2988,0.7912,0.3843,0.5141,0.2808,0.1688,0.1384,".",0.0565,0.2028,".",0.4091,".",".",".",".",".",".",0.6725,0.5095,0.6638,0.4138,0.4930,0.2757,0.5001,0.1814,0.7769,0.5278
"LSD","Ages 27-28","12 Month","estimate",0.9584,0.5567,0.4049,0.5212,0.6552,1.1263,0.7489,1.1112,2.3998,4.4689,1.8698,2.8118,3.327,2.855,1.804,1.6373,1.7916,1.6228,1.2543,1.1119,1.0550,1.7965,1.3915,0.6372,0.5576,0.3443,0.1790,0.6684,0.6773,0.5777,".",".",".",".",".",".",".",".",2.3152,1.6910,1.9676,0.8798,1.1547,1.5674,1.9961,1.7491
"LSD","Ages 27-28","30 Day","estimate",0.0766,".",0.1202,".",0.0903,0.0477,0.3509,0.1635,0.6381,0.4647,0.6033,0.5858,0.393,0.347,0.315,0.1330,0.2742,0.4123,0.1748,0.2955,0.2667,0.4312,0.1722,".",0.0635,".",0.1044,0.0913,0.0769,".",".",".",".",".",".",".",".",".",0.4544,0.3310,0.3225,0.1897,0.2882,0.2741,0.7196,0.3804
"LSD","Ages 29-30","12 Month","estimate",0.2832,0.2787,1.1902,0.4778,0.8823,0.7069,1.1189,2.3271,0.7916,2.1982,3.0565,2.4056,2.614,1.086,0.987,0.9717,1.5085,0.8778,0.7661,0.9085,0.7419,1.2490,0.8795,0.9516,0.4035,0.2026,0.4429,0.1655,0.3579,0.6091,".",".",".",".",".",".",".",".",".",".",1.4558,1.4205,0.8020,0.8682,1.0586,1.4688
"LSD","Ages 29-30","30 Day","estimate",0.0781,0.2379,0.1182,".",0.0948,".",".",0.3060,0.1845,0.8994,0.9937,0.5886,0.461,0.300,0.031,0.0379,0.2789,0.2539,0.0597,0.1135,0.2668,0.2253,0.1620,0.0364,0.0531,".",0.0189,0.0215,0.0509,0.1198,".",".",".",".",".",".",".",".",".",".",0.5020,0.5034,0.1784,0.1890,0.2565,0.2660
"LSD","Ages 35-50","12 Month","estimate",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.502,0.4211,0.3522,0.5443,0.5365,0.2323,0.6468,0.2748,0.4705,".",".",0.2966,0.1520,0.0381,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 19-20","30 Day","estimate",".",".",".",".",".",8.8494,3.9983,4.5806,3.3296,2.5741,4.8027,0.7238,4.215,4.170,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 19-30","30 Day","estimate",".",".",".",".",".",6.4972,5.4627,4.3739,4.3222,5.1158,3.8118,2.4138,5.007,4.828,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 21-22","30 Day","estimate",".",".",".",".",".",3.7707,3.8255,5.8788,4.2511,1.9967,4.7114,5.9213,6.889,3.527,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 23-24","30 Day","estimate",".",".",".",".",".",8.7526,4.3221,6.4394,7.5269,6.2549,4.0565,2.6857,4.361,5.242,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 25-26","30 Day","estimate",".",".",".",".",".",7.1139,8.7096,2.4560,3.5257,7.1932,1.2562,3.4912,1.814,3.371,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 27-28","30 Day","estimate",".",".",".",".",".",3.3188,8.7458,4.6303,2.8428,7.0367,4.5891,1.7798,8.724,4.997,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Large Cigars","Ages 29-30","30 Day","estimate",".",".",".",".",".",7.6228,2.8519,1.9527,4.4437,5.0225,3.2255,".",3.935,7.165,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 19-20","Annual1","estimate",3.1935,5.1796,4.6784,5.9295,5.2997,6.2073,".",".",".",".",".",".",".",".",0.977,0.6731,2.2266,3.9033,2.9562,3.4357,4.5536,9.8297,10.1118,5.9010,4.6875,4.1827,3.3927,4.3757,3.0838,4.9636,".",".",".",".",".",".",".",".",".",".",".",".",1.8549,2.0653,0.4595,2.0132
"MDMA (Ecstasy)","Ages 19-20","Annual2","estimate",".",".",".",".",".",5.9792,5.8253,4.9251,1.7269,2.5310,1.5508,3.6307,1.310,0.559,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 19-20","Month1","estimate",0.8773,1.3587,1.1252,1.4345,0.6019,1.4567,".",".",".",".",".",".",".",".",0.572,0.1379,0.9217,0.9347,0.8779,1.0677,1.4312,4.0324,2.4457,1.1111,1.5699,1.1514,0.7050,1.3510,0.2878,1.2835,".",".",".",".",".",".",".",".",".",".",".",".",0.6602,0.5627,0.1327,0.8879
"MDMA (Ecstasy)","Ages 19-20","Month2","estimate",".",".",".",".",".",2.6408,0.9017,1.1844,0.3479,1.1133,0.4987,0.3932,0.038,0.200,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 19-30","Annual1","estimate",2.9984,3.5059,3.4215,4.0267,3.7799,4.8707,".",".",".",".",".",".",".",".",0.617,0.6623,1.2599,1.4832,1.8651,2.1582,2.8361,6.4130,6.2269,5.5400,3.7123,3.1478,2.7365,3.1144,2.3846,3.0197,".",".",".",".",".",".",".",".",".",".",".",".",1.0638,1.2804,0.6903,0.8139
"MDMA (Ecstasy)","Ages 19-30","Annual2","estimate",".",".",".",".",".",6.0540,4.1866,4.8537,3.7039,3.7795,3.9286,4.6718,2.872,3.203,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 19-30","Month1","estimate",0.5983,0.9631,0.6596,1.2076,0.9088,1.4290,0.8034,0.8987,0.9383,1.2928,1.0579,1.3046,0.516,0.905,0.202,0.1045,0.3769,0.3161,0.5413,0.5128,1.1429,1.8951,1.5783,1.2330,0.7043,0.5193,0.6153,0.8549,0.4570,0.7252,".",".",".",".",".",".",".",".",".",".",".",".",0.3642,0.2003,0.1400,0.2332
"MDMA (Ecstasy)","Ages 19-30","Month2","estimate",".",".",".",".",".",2.6408,0.9017,1.0385,0.8469,0.9590,1.9413,1.6269,1.333,1.942,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 21-22","Annual1","estimate",4.0608,5.4921,5.1686,5.5935,5.6512,6.9465,".",".",".",".",".",".",".",".",0.398,1.6085,1.7193,1.6293,3.5450,3.3140,4.5296,9.2862,10.4183,9.6819,5.3364,2.7907,3.4934,4.1525,2.5194,4.1891,".",".",".",".",".",".",".",".",".",".",".",".",2.0606,2.1712,0.9617,1.6835
"MDMA (Ecstasy)","Ages 21-22","Annual2","estimate",".",".",".",".",".",6.6586,4.1501,7.9041,6.1598,3.4878,5.7284,5.1521,2.747,2.421,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 21-22","Month1","estimate",0.4054,1.1315,0.5777,1.6041,1.2438,1.7243,0.9130,2.9538,1.4667,0.8112,3.7709,1.0949,0.064,0.150,0.070,0.2014,0.2998,0.2862,0.8144,0.8110,1.4361,2.6556,2.7993,1.6439,0.4080,0.8224,0.5481,1.1056,0.2906,1.0432,".",".",".",".",".",".",".",".",".",".",".",".",0.7626,0.4161,".",0.3731
"MDMA (Ecstasy)","Ages 21-22","Month2","estimate",".",".",".",".",".",".",".",0.2710,1.5198,0.7511,1.6669,1.5800,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 23-24","Annual1","estimate",3.5388,4.3396,3.3508,4.2194,5.1444,4.6773,".",".",".",".",".",".",".",".",1.151,1.0902,1.1865,1.1954,1.3042,2.5381,3.2055,6.3602,6.7116,7.8106,4.9332,3.3118,2.6043,4.2288,2.7589,2.5507,".",".",".",".",".",".",".",".",".",".",".",".",1.1620,1.4446,0.8804,0.4368
"MDMA (Ecstasy)","Ages 23-24","Annual2","estimate",".",".",".",".",".",2.2625,5.2044,4.0975,5.3976,3.8656,4.4139,5.4706,3.003,3.823,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
