grade,time,drug,year,attitude,estimate,LBYear1
10th Grade,Occasionally,Cocaine,1999,Disapproval,90.695518649,2019
10th Grade,Occasionally,Cocaine,2000,Disapproval,89.91743166,2019
10th Grade,Occasionally,Cocaine,2001,Disapproval,90.168431111,2019
10th Grade,Occasionally,Cocaine,2002,Disapproval,89.9339017,2019
10th Grade,Occasionally,Cocaine,2003,Disapproval,90.399459841,2019
10th Grade,Occasionally,Cocaine,2004,Disapproval,91.239036477,2019
10th Grade,Occasionally,Cocaine,2005,Disapproval,91.154200136,2019
10th Grade,Occasionally,Cocaine,2006,Disapproval,91.352360222,2019
10th Grade,Occasionally,Cocaine,2007,Disapproval,91.998648887,2019
10th Grade,Occasionally,Cocaine,2008,Disapproval,92.139706004,2019
10th Grade,Occasionally,Cocaine,2009,Disapproval,92.132784931,2019
10th Grade,Occasionally,Cocaine,2010,Disapproval,92.151353399,2019
10th Grade,Occasionally,Cocaine,2011,Disapproval,92.492508576,2019
10th Grade,Occasionally,Cocaine,2012,Disapproval,92.390971838,2019
10th Grade,Occasionally,Cocaine,2013,Disapproval,91.825712741,2019
10th Grade,Occasionally,Cocaine,2014,Disapproval,91.902893196,2019
10th Grade,Occasionally,Cocaine,2015,Disapproval,91.838735861,2019
10th Grade,Occasionally,Cocaine,2016,Disapproval,90.786097283,2019
10th Grade,Occasionally,Cocaine,2017,Disapproval,89.90616721,2019
10th Grade,Occasionally,Cocaine,2018,Disapproval,90.945089038,2019
10th Grade,Occasionally,Cocaine,2019,Disapproval,90.855631788,2019
10th Grade,Occasionally,Cocaine,2021,Disapproval,88.966176431,2019
10th Grade,Occasionally,Cocaine,2022,Disapproval,88.481762739,2019
12th Grade,Regularly,Cocaine,1976,Disapproval,93.94662546,2019
12th Grade,Regularly,Cocaine,1977,Disapproval,92.127824224,2019
12th Grade,Regularly,Cocaine,1978,Disapproval,91.92685568,2019
12th Grade,Regularly,Cocaine,1979,Disapproval,90.7513033,2019
12th Grade,Regularly,Cocaine,1980,Disapproval,91.093742819,2019
12th Grade,Regularly,Cocaine,1981,Disapproval,90.68245912,2019
12th Grade,Regularly,Cocaine,1982,Disapproval,91.536949594,2019
12th Grade,Regularly,Cocaine,1983,Disapproval,93.175247202,2019
12th Grade,Regularly,Cocaine,1984,Disapproval,94.536271618,2019
12th Grade,Regularly,Cocaine,1985,Disapproval,93.829897044,2019
12th Grade,Regularly,Cocaine,1986,Disapproval,94.290212751,2019
12th Grade,Regularly,Cocaine,1987,Disapproval,96.738087457,2019
12th Grade,Regularly,Cocaine,1988,Disapproval,96.240742722,2019
12th Grade,Regularly,Cocaine,1989,Disapproval,96.404812642,2019
12th Grade,Regularly,Cocaine,1990,Disapproval,96.709886325,2019
12th Grade,Regularly,Cocaine,1991,Disapproval,97.336713051,2019
12th Grade,Regularly,Cocaine,1992,Disapproval,96.949175161,2019
12th Grade,Regularly,Cocaine,1993,Disapproval,97.462380508,2019
12th Grade,Regularly,Cocaine,1994,Disapproval,96.606283945,2019
12th Grade,Regularly,Cocaine,1995,Disapproval,96.08664513,2019
12th Grade,Regularly,Cocaine,1996,Disapproval,95.565307117,2019
12th Grade,Regularly,Cocaine,1997,Disapproval,95.966425748,2019
12th Grade,Regularly,Cocaine,1998,Disapproval,95.551365057,2019
12th Grade,Regularly,Cocaine,1999,Disapproval,94.938075745,2019
12th Grade,Regularly,Cocaine,2000,Disapproval,95.484217284,2019
12th Grade,Regularly,Cocaine,2001,Disapproval,94.933976723,2019
12th Grade,Regularly,Cocaine,2002,Disapproval,94.957617055,2019
12th Grade,Regularly,Cocaine,2003,Disapproval,95.788576066,2019
12th Grade,Regularly,Cocaine,2004,Disapproval,95.374393323,2019
12th Grade,Regularly,Cocaine,2005,Disapproval,95.976915929,2019
12th Grade,Regularly,Cocaine,2006,Disapproval,96.08541274,2019
12th Grade,Regularly,Cocaine,2007,Disapproval,96.223881426,2019
12th Grade,Regularly,Cocaine,2008,Disapproval,94.797062591,2019
12th Grade,Regularly,Cocaine,2009,Disapproval,96.470530226,2019
12th Grade,Regularly,Cocaine,2010,Disapproval,96.00277522,2019
12th Grade,Regularly,Cocaine,2011,Disapproval,95.951732381,2019
12th Grade,Regularly,Cocaine,2012,Disapproval,96.807289577,2019
12th Grade,Regularly,Cocaine,2013,Disapproval,96.739761234,2019
12th Grade,Regularly,Cocaine,2014,Disapproval,96.256748531,2019
12th Grade,Regularly,Cocaine,2015,Disapproval,95.15935767,2019
12th Grade,Regularly,Cocaine,2016,Disapproval,94.844458386,2019
12th Grade,Regularly,Cocaine,2017,Disapproval,94.774320191,2019
12th Grade,Regularly,Cocaine,2018,Disapproval,95.832451889,2019
12th Grade,Regularly,Cocaine,2019,Disapproval,96.456735221,2019
12th Grade,Regularly,Cocaine,2021,Disapproval,92.554768203,2019
12th Grade,Regularly,Cocaine,2022,Disapproval,95.034358986,2019
8th Grade,Once or Twice,Cocaine Powder,1991,Risk,91.171227348,2019
8th Grade,Once or Twice,Cocaine Powder,1992,Risk,89.63736443,2019
8th Grade,Once or Twice,Cocaine Powder,1993,Risk,88.510727173,2019
8th Grade,Once or Twice,Cocaine Powder,1994,Risk,86.089455538,2019
8th Grade,Once or Twice,Cocaine Powder,1995,Risk,85.259439334,2019
8th Grade,Once or Twice,Cocaine Powder,1996,Risk,83.891236069,2019
8th Grade,Once or Twice,Cocaine Powder,1997,Risk,85.129790498,2019
8th Grade,Once or Twice,Cocaine Powder,1998,Risk,84.547084569,2019
8th Grade,Once or Twice,Cocaine Powder,1999,Risk,85.200998979,2019
8th Grade,Once or Twice,Cocaine Powder,2000,Risk,84.758602019,2019
8th Grade,Once or Twice,Cocaine Powder,2001,Risk,85.583134479,2019
8th Grade,Once or Twice,Cocaine Powder,2002,Risk,85.776970497,2019
8th Grade,Once or Twice,Cocaine Powder,2003,Risk,85.623748037,2019
8th Grade,Once or Twice,Cocaine Powder,2004,Risk,86.824585426,2019
8th Grade,Once or Twice,Cocaine Powder,2005,Risk,86.947484948,2019
8th Grade,Once or Twice,Cocaine Powder,2006,Risk,86.510936207,2019
8th Grade,Once or Twice,Cocaine Powder,2007,Risk,88.196251503,2019
8th Grade,Once or Twice,Cocaine Powder,2008,Risk,86.76794634,2019
8th Grade,Once or Twice,Cocaine Powder,2009,Risk,88.067609436,2019
8th Grade,Once or Twice,Cocaine Powder,2010,Risk,88.377808553,2019
8th Grade,Once or Twice,Cocaine Powder,2011,Risk,88.341477078,2019
8th Grade,Once or Twice,Cocaine Powder,2012,Risk,88.579743988,2019
8th Grade,Once or Twice,Cocaine Powder,2013,Risk,88.026442469,2019
8th Grade,Once or Twice,Cocaine Powder,2014,Risk,87.709546739,2019
8th Grade,Once or Twice,Cocaine Powder,2015,Risk,87.487744503,2019
8th Grade,Once or Twice,Cocaine Powder,2016,Risk,86.759763337,2019
8th Grade,Once or Twice,Cocaine Powder,2017,Risk,86.791885334,2019
8th Grade,Once or Twice,Cocaine Powder,2018,Risk,85.554154903,2019
8th Grade,Once or Twice,Cocaine Powder,2019,Risk,86.360898781,2019
8th Grade,Once or Twice,Cocaine Powder,2021,Risk,82.838257483,2019
8th Grade,Once or Twice,Cocaine Powder,2022,Risk,81.620813899,2019
10th Grade,Once or Twice,Cocaine Powder,1991,Disa,90.783945361,2019
10th Grade,Once or Twice,Cocaine Powder,1992,Disa,91.144983315,2019
10th Grade,Once or Twice,Cocaine Powder,1993,Disa,89.994718809,2019
10th Grade,Once or Twice,Cocaine Powder,1994,Disa,88.088090725,2019
10th Grade,Once or Twice,Cocaine Powder,1995,Disa,86.826639025,2019
10th Grade,Once or Twice,Cocaine Powder,1996,Disa,86.118381598,2019
10th Grade,Once or Twice,Cocaine Powder,1997,Disa,85.10013609,2019
10th Grade,Once or Twice,Cocaine Powder,1998,Disa,84.940747022,2019
10th Grade,Once or Twice,Cocaine Powder,1999,Disa,85.994176402,2019
10th Grade,Once or Twice,Cocaine Powder,2000,Disa,84.805490218,2019
10th Grade,Once or Twice,Cocaine Powder,2001,Disa,85.256668839,2019
10th Grade,Once or Twice,Cocaine Powder,2002,Disa,86.445554978,2019
10th Grade,Once or Twice,Cocaine Powder,2003,Disa,85.923331798,2019
10th Grade,Once or Twice,Cocaine Powder,2004,Disa,86.79632153,2019
10th Grade,Once or Twice,Cocaine Powder,2005,Disa,86.889747023,2019
10th Grade,Once or Twice,Cocaine Powder,2006,Disa,87.268314546,2019
10th Grade,Once or Twice,Cocaine Powder,2007,Disa,87.67339232,2019
10th Grade,Once or Twice,Cocaine Powder,2008,Disa,88.567744322,2019
10th Grade,Once or Twice,Cocaine Powder,2009,Disa,88.397340105,2019
10th Grade,Once or Twice,Cocaine Powder,2010,Disa,88.992618756,2019
10th Grade,Once or Twice,Cocaine Powder,2011,Disa,89.377163842,2019
10th Grade,Once or Twice,Cocaine Powder,2012,Disa,89.348888119,2019
10th Grade,Once or Twice,Cocaine Powder,2013,Disa,88.712859058,2019
10th Grade,Once or Twice,Cocaine Powder,2014,Disa,88.877797408,2019
10th Grade,Once or Twice,Cocaine Powder,2015,Disa,87.8568647,2019
10th Grade,Once or Twice,Cocaine Powder,2016,Disa,87.89407912,2019
10th Grade,Once or Twice,Cocaine Powder,2017,Disa,86.083354994,2019
10th Grade,Once or Twice,Cocaine Powder,2018,Disa,87.648958702,2019
10th Grade,Once or Twice,Cocaine Powder,2019,Disa,87.443760367,2019
10th Grade,Once or Twice,Cocaine Powder,2021,Disa,84.675115615,2019
10th Grade,Once or Twice,Cocaine Powder,2022,Disa,84.113178902,2019
12th Grade,Once or Twice,Cocaine Powder,1990,Disa,87.947973339,2019
12th Grade,Once or Twice,Cocaine Powder,1991,Disa,88.016848217,2019
12th Grade,Once or Twice,Cocaine Powder,1992,Disa,89.417287345,2019
12th Grade,Once or Twice,Cocaine Powder,1993,Disa,86.575017886,2019
12th Grade,Once or Twice,Cocaine Powder,1994,Disa,87.085916091,2019
12th Grade,Once or Twice,Cocaine Powder,1995,Disa,88.329622706,2019
12th Grade,Once or Twice,Cocaine Powder,1996,Disa,83.128230336,2019
12th Grade,Once or Twice,Cocaine Powder,1997,Disa,83.017196621,2019
12th Grade,Once or Twice,Cocaine Powder,1998,Disa,83.08444242,2019
12th Grade,Once or Twice,Cocaine Powder,1999,Disa,84.283593908,2019
12th Grade,Once or Twice,Cocaine Powder,2000,Disa,84.101429608,2019
12th Grade,Once or Twice,Cocaine Powder,2001,Disa,83.256598293,2019
12th Grade,Once or Twice,Cocaine Powder,2002,Disa,83.821789876,2019
12th Grade,Once or Twice,Cocaine Powder,2003,Disa,83.569953025,2019
12th Grade,Once or Twice,Cocaine Powder,2004,Disa,82.168915185,2019
12th Grade,Once or Twice,Cocaine Powder,2005,Disa,83.2109294,2019
12th Grade,Once or Twice,Cocaine Powder,2006,Disa,84.090824546,2019
12th Grade,Once or Twice,Cocaine Powder,2007,Disa,83.538467096,2019
12th Grade,Once or Twice,Cocaine Powder,2008,Disa,85.716663178,2019
12th Grade,Once or Twice,Cocaine Powder,2009,Disa,87.338215126,2019
12th Grade,Once or Twice,Cocaine Powder,2010,Disa,86.960216352,2019
12th Grade,Once or Twice,Cocaine Powder,2011,Disa,88.073727948,2019
12th Grade,Once or Twice,Cocaine Powder,2012,Disa,88.684352648,2019
12th Grade,Once or Twice,Cocaine Powder,2013,Disa,88.244666296,2019
12th Grade,Once or Twice,Cocaine Powder,2014,Disa,85.52664968,2019
12th Grade,Once or Twice,Cocaine Powder,2015,Disa,86.366006527,2019
12th Grade,Once or Twice,Cocaine Powder,2016,Disa,86.623386375,2019
12th Grade,Once or Twice,Cocaine Powder,2017,Disa,85.456489702,2019
12th Grade,Once or Twice,Cocaine Powder,2018,Disa,86.469120208,2019
12th Grade,Once or Twice,Cocaine Powder,2019,Disa,85.676595184,2019
8th Grade,Occasionally,Cocaine Powder,1991,Risk,93.142506416,2019
8th Grade,Occasionally,Cocaine Powder,1992,Risk,92.443967974,2019
8th Grade,Occasionally,Cocaine Powder,1993,Risk,91.615100746,2019
8th Grade,Occasionally,Cocaine Powder,1994,Risk,89.670385754,2019
8th Grade,Occasionally,Cocaine Powder,1995,Risk,89.71968503,2019
8th Grade,Occasionally,Cocaine Powder,1996,Risk,88.745258427,2019
8th Grade,Occasionally,Cocaine Powder,1997,Risk,90.117622448,2019
8th Grade,Occasionally,Cocaine Powder,1998,Risk,89.349751752,2019
8th Grade,Occasionally,Cocaine Powder,1999,Risk,89.871038444,2019
8th Grade,Occasionally,Cocaine Powder,2000,Risk,88.849703123,2019
8th Grade,Occasionally,Cocaine Powder,2001,Risk,89.646924408,2019
8th Grade,Occasionally,Cocaine Powder,2002,Risk,89.872525859,2019
8th Grade,Occasionally,Cocaine Powder,2003,Risk,89.801146198,2019
8th Grade,Occasionally,Cocaine Powder,2004,Risk,90.344924843,2019
8th Grade,Occasionally,Cocaine Powder,2005,Risk,90.697274215,2019
8th Grade,Occasionally,Cocaine Powder,2006,Risk,90.163265565,2019
8th Grade,Occasionally,Cocaine Powder,2007,Risk,91.01080175,2019
8th Grade,Occasionally,Cocaine Powder,2008,Risk,90.132465628,2019
8th Grade,Occasionally,Cocaine Powder,2009,Risk,90.692331273,2019
8th Grade,Occasionally,Cocaine Powder,2010,Risk,91.436482165,2019
8th Grade,Occasionally,Cocaine Powder,2011,Risk,91.252943325,2019
8th Grade,Occasionally,Cocaine Powder,2012,Risk,91.529421412,2019
8th Grade,Occasionally,Cocaine Powder,2013,Risk,90.56899433,2019
8th Grade,Occasionally,Cocaine Powder,2014,Risk,90.053807064,2019
8th Grade,Occasionally,Cocaine Powder,2015,Risk,90.086676816,2019
8th Grade,Occasionally,Cocaine Powder,2016,Risk,89.340442239,2019
8th Grade,Occasionally,Cocaine Powder,2017,Risk,89.978947411,2019
8th Grade,Occasionally,Cocaine Powder,2018,Risk,88.885824909,2019
8th Grade,Occasionally,Cocaine Powder,2019,Risk,89.260158691,2019
8th Grade,Occasionally,Cocaine Powder,2021,Risk,87.236754999,2019
8th Grade,Occasionally,Cocaine Powder,2022,Risk,85.452104183,2019
10th Grade,Occasionally,Cocaine Powder,1991,Disa,94.006990165,2019
10th Grade,Occasionally,Cocaine Powder,1992,Disa,93.956483448,2019
10th Grade,Occasionally,Cocaine Powder,1993,Disa,93.209790503,2019
10th Grade,Occasionally,Cocaine Powder,1994,Disa,92.067397162,2019
10th Grade,Occasionally,Cocaine Powder,1995,Disa,91.390370547,2019
10th Grade,Occasionally,Cocaine Powder,1996,Disa,91.136557188,2019
10th Grade,Occasionally,Cocaine Powder,1997,Disa,90.414693834,2019
10th Grade,Occasionally,Cocaine Powder,1998,Disa,89.708145337,2019
10th Grade,Occasionally,Cocaine Powder,1999,Disa,90.695518649,2019
10th Grade,Occasionally,Cocaine Powder,2000,Disa,89.91743166,2019
10th Grade,Occasionally,Cocaine Powder,2001,Disa,90.168431111,2019
10th Grade,Occasionally,Cocaine Powder,2002,Disa,89.9339017,2019
10th Grade,Occasionally,Cocaine Powder,2003,Disa,90.399459841,2019
10th Grade,Occasionally,Cocaine Powder,2004,Disa,91.239036477,2019
10th Grade,Occasionally,Cocaine Powder,2005,Disa,91.154200136,2019
10th Grade,Occasionally,Cocaine Powder,2006,Disa,91.352360222,2019
10th Grade,Occasionally,Cocaine Powder,2007,Disa,91.998648887,2019
10th Grade,Occasionally,Cocaine Powder,2008,Disa,92.139706004,2019
10th Grade,Occasionally,Cocaine Powder,2009,Disa,92.132784931,2019
10th Grade,Occasionally,Cocaine Powder,2010,Disa,92.151353399,2019
10th Grade,Occasionally,Cocaine Powder,2011,Disa,92.492508576,2019
10th Grade,Occasionally,Cocaine Powder,2012,Disa,92.390971838,2019
10th Grade,Occasionally,Cocaine Powder,2013,Disa,91.825712741,2019
10th Grade,Occasionally,Cocaine Powder,2014,Disa,91.902893196,2019
10th Grade,Occasionally,Cocaine Powder,2015,Disa,91.838735861,2019
10th Grade,Occasionally,Cocaine Powder,2016,Disa,90.786097283,2019
10th Grade,Occasionally,Cocaine Powder,2017,Disa,89.90616721,2019
10th Grade,Occasionally,Cocaine Powder,2018,Disa,90.945089038,2019
10th Grade,Occasionally,Cocaine Powder,2019,Disa,90.855631788,2019
10th Grade,Occasionally,Cocaine Powder,2021,Disa,88.966176431,2019
10th Grade,Occasionally,Cocaine Powder,2022,Disa,88.481762739,2019
12th Grade,Occasionally,Cocaine Powder,1990,Disa,92.075612683,2019
12th Grade,Occasionally,Cocaine Powder,1991,Disa,92.98067464,2019
12th Grade,Occasionally,Cocaine Powder,1992,Disa,93.440421059,2019
12th Grade,Occasionally,Cocaine Powder,1993,Disa,91.155624043,2019
12th Grade,Occasionally,Cocaine Powder,1994,Disa,90.953180587,2019
12th Grade,Occasionally,Cocaine Powder,1995,Disa,92.685335807,2019
12th Grade,Occasionally,Cocaine Powder,1996,Disa,89.669511918,2019
12th Grade,Occasionally,Cocaine Powder,1997,Disa,89.284396253,2019
12th Grade,Occasionally,Cocaine Powder,1998,Disa,88.67130737,2019
12th Grade,Occasionally,Cocaine Powder,1999,Disa,90.009001302,2019
12th Grade,Occasionally,Cocaine Powder,2000,Disa,90.258348711,2019
12th Grade,Occasionally,Cocaine Powder,2001,Disa,89.759831637,2019
12th Grade,Occasionally,Cocaine Powder,2002,Disa,90.169341344,2019
12th Grade,Occasionally,Cocaine Powder,2003,Disa,88.898049297,2019
12th Grade,Occasionally,Cocaine Powder,2004,Disa,89.996672899,2019
12th Grade,Occasionally,Cocaine Powder,2005,Disa,89.443494481,2019
12th Grade,Occasionally,Cocaine Powder,2006,Disa,90.388839518,2019
12th Grade,Occasionally,Cocaine Powder,2007,Disa,90.627932369,2019
12th Grade,Occasionally,Cocaine Powder,2008,Disa,91.678137383,2019
12th Grade,Occasionally,Cocaine Powder,2009,Disa,92.302100011,2019
12th Grade,Occasionally,Cocaine Powder,2010,Disa,90.992973579,2019
12th Grade,Occasionally,Cocaine Powder,2011,Disa,92.19277426,2019
12th Grade,Occasionally,Cocaine Powder,2012,Disa,93.015548751,2019
12th Grade,Occasionally,Cocaine Powder,2013,Disa,91.688697117,2019
12th Grade,Occasionally,Cocaine Powder,2014,Disa,90.361551287,2019
12th Grade,Occasionally,Cocaine Powder,2015,Disa,91.275945635,2019
12th Grade,Occasionally,Cocaine Powder,2016,Disa,90.587566981,2019
12th Grade,Occasionally,Cocaine Powder,2017,Disa,90.252243701,2019
12th Grade,Occasionally,Cocaine Powder,2018,Disa,91.253891758,2019
12th Grade,Occasionally,Cocaine Powder,2019,Disa,90.07263387,2019
12th Grade,Regularly,Cocaine Powder,1990,Disa,93.715575553,2019
12th Grade,Regularly,Cocaine Powder,1991,Disa,94.357439924,2019
12th Grade,Regularly,Cocaine Powder,1992,Disa,94.332198428,2019
12th Grade,Regularly,Cocaine Powder,1993,Disa,93.007343313,2019
12th Grade,Regularly,Cocaine Powder,1994,Disa,92.522554004,2019
12th Grade,Regularly,Cocaine Powder,1995,Disa,93.779384621,2019
12th Grade,Regularly,Cocaine Powder,1996,Disa,92.921352898,2019
12th Grade,Regularly,Cocaine Powder,1997,Disa,91.495217806,2019
12th Grade,Regularly,Cocaine Powder,1998,Disa,91.083567184,2019
12th Grade,Regularly,Cocaine Powder,1999,Disa,92.305968707,2019
12th Grade,Regularly,Cocaine Powder,2000,Disa,92.639520444,2019
12th Grade,Regularly,Cocaine Powder,2001,Disa,92.543497266,2019
12th Grade,Regularly,Cocaine Powder,2002,Disa,92.159673659,2019
12th Grade,Regularly,Cocaine Powder,2003,Disa,90.665177255,2019
12th Grade,Regularly,Cocaine Powder,2004,Disa,92.585752975,2019
12th Grade,Regularly,Cocaine Powder,2005,Disa,91.947042444,2019
12th Grade,Regularly,Cocaine Powder,2006,Disa,93.235391543,2019
12th Grade,Regularly,Cocaine Powder,2007,Disa,92.616572677,2019
12th Grade,Regularly,Cocaine Powder,2008,Disa,92.785760818,2019
12th Grade,Regularly,Cocaine Powder,2009,Disa,93.895336929,2019
12th Grade,Regularly,Cocaine Powder,2010,Disa,92.565229534,2019
12th Grade,Regularly,Cocaine Powder,2011,Disa,93.751590391,2019
12th Grade,Regularly,Cocaine Powder,2012,Disa,95.037333839,2019
12th Grade,Regularly,Cocaine Powder,2013,Disa,94.068099126,2019
12th Grade,Regularly,Cocaine Powder,2014,Disa,91.651608812,2019
12th Grade,Regularly,Cocaine Powder,2015,Disa,92.377584646,2019
12th Grade,Regularly,Cocaine Powder,2016,Disa,91.998103929,2019
12th Grade,Regularly,Cocaine Powder,2017,Disa,92.154940274,2019
12th Grade,Regularly,Cocaine Powder,2018,Disa,92.039992252,2019
12th Grade,Regularly,Cocaine Powder,2019,Disa,91.181196742,2019
8th Grade,Once or Twice,Crack,1991,Disapproval,91.675686281,2019
8th Grade,Once or Twice,Crack,1992,Disapproval,90.725485681,2019
8th Grade,Once or Twice,Crack,1993,Disapproval,89.148589167,2019
8th Grade,Once or Twice,Crack,1994,Disapproval,86.927624582,2019
8th Grade,Once or Twice,Crack,1995,Disapproval,85.92145519,2019
8th Grade,Once or Twice,Crack,1996,Disapproval,84.983151461,2019
8th Grade,Once or Twice,Crack,1997,Disapproval,85.722188731,2019
8th Grade,Once or Twice,Crack,1998,Disapproval,85.428038239,2019
8th Grade,Once or Twice,Crack,1999,Disapproval,86.03308683,2019
8th Grade,Once or Twice,Crack,2000,Disapproval,85.445123315,2019
8th Grade,Once or Twice,Crack,2001,Disapproval,86.038035314,2019
8th Grade,Once or Twice,Crack,2002,Disapproval,86.222274043,2019
8th Grade,Once or Twice,Crack,2003,Disapproval,86.3500042,2019
8th Grade,Once or Twice,Crack,2004,Disapproval,87.362993443,2019
8th Grade,Once or Twice,Crack,2005,Disapproval,87.55961328,2019
8th Grade,Once or Twice,Crack,2006,Disapproval,87.202787301,2019
8th Grade,Once or Twice,Crack,2007,Disapproval,88.64226999,2019
8th Grade,Once or Twice,Crack,2008,Disapproval,87.242197645,2019
8th Grade,Once or Twice,Crack,2009,Disapproval,88.434054085,2019
8th Grade,Once or Twice,Crack,2010,Disapproval,89.13655902,2019
8th Grade,Once or Twice,Crack,2011,Disapproval,88.475139555,2019
8th Grade,Once or Twice,Crack,2012,Disapproval,88.983211177,2019
8th Grade,Once or Twice,Crack,2013,Disapproval,88.137244055,2019
8th Grade,Once or Twice,Crack,2014,Disapproval,88.044414481,2019
8th Grade,Once or Twice,Crack,2015,Disapproval,87.505427537,2019
8th Grade,Once or Twice,Crack,2016,Disapproval,87.000384209,2019
8th Grade,Once or Twice,Crack,2017,Disapproval,87.525923809,2019
8th Grade,Once or Twice,Crack,2018,Disapproval,86.056579824,2019
8th Grade,Once or Twice,Crack,2019,Disapproval,87.214187609,2019
10th Grade,Once or Twice,Crack,1991,Disapproval,92.479969408,2019
10th Grade,Once or Twice,Crack,1992,Disapproval,92.510716019,2019
10th Grade,Once or Twice,Crack,1993,Disapproval,91.414537982,2019
10th Grade,Once or Twice,Crack,1994,Disapproval,89.888613572,2019
10th Grade,Once or Twice,Crack,1995,Disapproval,88.744874357,2019
10th Grade,Once or Twice,Crack,1996,Disapproval,88.154352777,2019
10th Grade,Once or Twice,Crack,1997,Disapproval,87.377795166,2019
10th Grade,Once or Twice,Crack,1998,Disapproval,87.05930507,2019
10th Grade,Once or Twice,Crack,1999,Disapproval,87.823747453,2019
10th Grade,Once or Twice,Crack,2000,Disapproval,87.078093066,2019
10th Grade,Once or Twice,Crack,2001,Disapproval,86.873423898,2019
10th Grade,Once or Twice,Crack,2002,Disapproval,88.039674048,2019
10th Grade,Once or Twice,Crack,2003,Disapproval,87.629759756,2019
10th Grade,Once or Twice,Crack,2004,Disapproval,88.575646964,2019
10th Grade,Once or Twice,Crack,2005,Disapproval,88.830904771,2019
10th Grade,Once or Twice,Crack,2006,Disapproval,89.476322087,2019
10th Grade,Once or Twice,Crack,2007,Disapproval,89.506785735,2019
10th Grade,Once or Twice,Crack,2008,Disapproval,90.770830142,2019
10th Grade,Once or Twice,Crack,2009,Disapproval,90.404324729,2019
10th Grade,Once or Twice,Crack,2010,Disapproval,90.271705298,2019
10th Grade,Once or Twice,Crack,2011,Disapproval,90.915067285,2019
10th Grade,Once or Twice,Crack,2012,Disapproval,91.027122045,2019
10th Grade,Once or Twice,Crack,2013,Disapproval,90.570684714,2019
10th Grade,Once or Twice,Crack,2014,Disapproval,90.64490139,2019
10th Grade,Once or Twice,Crack,2015,Disapproval,90.128717884,2019
10th Grade,Once or Twice,Crack,2016,Disapproval,89.704483388,2019
10th Grade,Once or Twice,Crack,2017,Disapproval,88.421567176,2019
10th Grade,Once or Twice,Crack,2018,Disapproval,89.494292148,2019
10th Grade,Once or Twice,Crack,2019,Disapproval,89.405320039,2019
12th Grade,Once or Twice,Crack,1990,Disapproval,92.280219431,2019
12th Grade,Once or Twice,Crack,1991,Disapproval,92.13796281,2019
12th Grade,Once or Twice,Crack,1992,Disapproval,93.073117815,2019
12th Grade,Once or Twice,Crack,1993,Disapproval,89.90872606,2019
12th Grade,Once or Twice,Crack,1994,Disapproval,89.539059067,2019
12th Grade,Once or Twice,Crack,1995,Disapproval,91.431335458,2019
12th Grade,Once or Twice,Crack,1996,Disapproval,87.442698946,2019
12th Grade,Once or Twice,Crack,1997,Disapproval,86.95540619,2019
12th Grade,Once or Twice,Crack,1998,Disapproval,86.689369146,2019
12th Grade,Once or Twice,Crack,1999,Disapproval,87.59166332,2019
12th Grade,Once or Twice,Crack,2000,Disapproval,87.482528955,2019
12th Grade,Once or Twice,Crack,2001,Disapproval,86.994300106,2019
12th Grade,Once or Twice,Crack,2002,Disapproval,87.780776706,2019
12th Grade,Once or Twice,Crack,2003,Disapproval,86.618328086,2019
12th Grade,Once or Twice,Crack,2004,Disapproval,86.85749487,2019
12th Grade,Once or Twice,Crack,2005,Disapproval,86.721421586,2019
12th Grade,Once or Twice,Crack,2006,Disapproval,88.757761141,2019
12th Grade,Once or Twice,Crack,2007,Disapproval,88.818876185,2019
12th Grade,Once or Twice,Crack,2008,Disapproval,89.64154597,2019
12th Grade,Once or Twice,Crack,2009,Disapproval,90.918869205,2019
12th Grade,Once or Twice,Crack,2010,Disapproval,89.752336655,2019
12th Grade,Once or Twice,Crack,2011,Disapproval,91.375946971,2019
12th Grade,Once or Twice,Crack,2012,Disapproval,92.827037158,2019
12th Grade,Once or Twice,Crack,2013,Disapproval,91.368401852,2019
12th Grade,Once or Twice,Crack,2014,Disapproval,89.31759652,2019
12th Grade,Once or Twice,Crack,2015,Disapproval,90.160685579,2019
12th Grade,Once or Twice,Crack,2016,Disapproval,90.133625359,2019
12th Grade,Once or Twice,Crack,2017,Disapproval,89.710216108,2019
12th Grade,Once or Twice,Crack,2018,Disapproval,90.449948617,2019
12th Grade,Once or Twice,Crack,2019,Disapproval,88.736041914,2019
8th Grade,Occasionally,Crack,1991,Disapproval,93.255377629,2019
8th Grade,Occasionally,Crack,1992,Disapproval,92.453248231,2019
8th Grade,Occasionally,Crack,1993,Disapproval,91.742398205,2019
8th Grade,Occasionally,Crack,1994,Disapproval,89.919355068,2019
8th Grade,Occasionally,Crack,1995,Disapproval,89.775585464,2019
8th Grade,Occasionally,Crack,1996,Disapproval,89.299972279,2019
8th Grade,Occasionally,Crack,1997,Disapproval,90.269089397,2019
8th Grade,Occasionally,Crack,1998,Disapproval,89.52429106,2019
8th Grade,Occasionally,Crack,1999,Disapproval,89.944351822,2019
8th Grade,Occasionally,Crack,2000,Disapproval,88.835348567,2019
8th Grade,Occasionally,Crack,2001,Disapproval,89.764766117,2019
8th Grade,Occasionally,Crack,2002,Disapproval,89.648347688,2019
8th Grade,Occasionally,Crack,2003,Disapproval,89.820744768,2019
8th Grade,Occasionally,Crack,2004,Disapproval,90.282242246,2019
